district_code,district_name,week,year,disease,cases_reported,population,incidence_rate,vaccination_coverage,rainfall_mm,humidity,risk_flag
D0114,District_114,3,2025,Malaria,78,1522474,0.051232402,86.25,132.66,40.57,0
D0114,District_114,4,2025,Swine Flu,143,1522474,0.09392607,86.25,300.78,86.44,0
D0114,District_114,5,2025,Hepatitis,277,1522474,0.18194071,86.25,148.28,62.25,0
D0114,District_114,6,2025,Chikungunya,49,1522474,0.032184458,86.25,357.21,35.27,0
D0114,District_114,7,2025,Typhoid,52,1522474,0.034154935,86.25,379.5,80.33,0
D0114,District_114,8,2025,Typhoid,288,1522474,0.189165792,86.25,51.26,50.43,0
D0114,District_114,9,2025,Chikungunya,208,1522474,0.136619739,86.25,256.93,33.42,0
D0114,District_114,10,2025,Malaria,141,1522474,0.092612419,86.25,254.45,93.19,0
D0114,District_114,11,2025,Typhoid,186,1522474,0.122169574,86.25,184.64,63.82,0
D0114,District_114,12,2025,Malaria,222,1522474,0.145815298,86.25,466.46,49.67,0
D0114,District_114,13,2025,Malaria,119,1522474,0.078162254,86.25,413.75,80.15,0
D0114,District_114,14,2025,Malaria,179,1522474,0.117571794,86.25,348.6,92.01,0
D0114,District_114,15,2025,Dengue,259,1522474,0.170117848,86.25,357.16,30.02,0
D0114,District_114,16,2025,Malaria,9,1522474,0.005911431,86.25,230.86,78.15,0
D0114,District_114,17,2025,Dengue,66,1522474,0.043350494,86.25,460.5,83.69,0
D0114,District_114,18,2025,Malaria,269,1522474,0.176686104,86.25,347.3,44.69,0
D0114,District_114,19,2025,Chikungunya,68,1522474,0.044664145,86.25,364.49,64.27,0
D0114,District_114,20,2025,Swine Flu,295,1522474,0.193763572,86.25,430.85,36.25,0
D0114,District_114,21,2025,Malaria,32,1522474,0.021018421,86.25,137.04,82.27,0
D0114,District_114,22,2025,Swine Flu,293,1522474,0.19244992,86.25,403.54,89.32,0
D0114,District_114,23,2025,Hepatitis,169,1522474,0.111003538,86.25,97.62,37.57,0
D0114,District_114,24,2025,Typhoid,240,1522474,0.15763816,86.25,172.67,87.15,0
D0114,District_114,25,2025,Hepatitis,169,1522474,0.111003538,86.25,167.81,84.01,0
D0114,District_114,26,2025,Typhoid,86,1522474,0.056487007,86.25,489.26,54.28,0
D0115,District_115,1,2025,Dengue,48,5717204,0.008395712,64.48,428.27,78.32,0
D0115,District_115,2,2025,Chikungunya,97,5717204,0.016966335,64.48,350.58,30,0
D0115,District_115,3,2025,Chikungunya,74,5717204,0.01294339,64.48,363.53,95.23,0
D0115,District_115,4,2025,Typhoid,275,5717204,0.048100435,64.48,281.04,68.53,1
D0115,District_115,5,2025,Swine Flu,199,5717204,0.034807224,64.48,473.55,73.42,1
D0115,District_115,6,2025,Chikungunya,295,5717204,0.051598649,64.48,248.13,76.53,1
D0115,District_115,7,2025,Hepatitis,258,5717204,0.045126954,64.48,190.26,69.3,1
D0115,District_115,8,2025,Typhoid,213,5717204,0.037255973,64.48,81.52,89.97,1
D0115,District_115,9,2025,Malaria,221,5717204,0.038655259,64.48,393.1,72.68,1
D0115,District_115,10,2025,Swine Flu,39,5717204,0.006821516,64.48,367.22,93.54,0
D0115,District_115,11,2025,Dengue,288,5717204,0.050374274,64.48,192.18,70.76,1
D0115,District_115,12,2025,Dengue,295,5717204,0.051598649,64.48,12.6,41.98,1
D0115,District_115,13,2025,Malaria,262,5717204,0.045826596,64.48,419.5,93.95,1
D0115,District_115,14,2025,Malaria,180,5717204,0.031483921,64.48,5.71,77.71,1
D0115,District_115,15,2025,Swine Flu,165,5717204,0.028860261,64.48,351.85,78.95,1
D0115,District_115,16,2025,Dengue,162,5717204,0.028335529,64.48,485.13,98.98,1
D0115,District_115,17,2025,Chikungunya,80,5717204,0.013992854,64.48,218.83,35.26,0
D0115,District_115,18,2025,Dengue,59,5717204,0.01031973,64.48,117.49,60,0
D0115,District_115,19,2025,Swine Flu,144,5717204,0.025187137,64.48,352.44,46.74,1
D0115,District_115,20,2025,Dengue,89,5717204,0.01556705,64.48,408.56,74.13,0
D0115,District_115,21,2025,Dengue,178,5717204,0.0311341,64.48,273.22,86.48,1
D0115,District_115,22,2025,Typhoid,5,5717204,0.000874553,64.48,483.52,97.64,0
D0115,District_115,23,2025,Swine Flu,26,5717204,0.004547678,64.48,25.83,61.82,0
D0115,District_115,24,2025,Malaria,247,5717204,0.043202936,64.48,252.4,85.04,1
D0115,District_115,25,2025,Dengue,225,5717204,0.039354901,64.48,359.23,94.19,1
D0115,District_115,26,2025,Swine Flu,42,5717204,0.007346248,64.48,431.32,77.83,0
D0116,District_116,1,2025,Dengue,160,3844981,0.041612689,62.09,89.63,46.99,1
D0116,District_116,2,2025,Hepatitis,121,3844981,0.031469596,62.09,400,72.55,1
D0116,District_116,3,2025,Typhoid,165,3844981,0.042913086,62.09,276.35,97.9,1
D0116,District_116,4,2025,Hepatitis,125,3844981,0.032509914,62.09,198.28,99.13,1
D0116,District_116,5,2025,Hepatitis,160,3844981,0.041612689,62.09,65.86,74.97,1
D0116,District_116,6,2025,Malaria,174,3844981,0.0452538,62.09,432.65,92.09,1
D0116,District_116,7,2025,Swine Flu,100,3844981,0.026007931,62.09,78.64,44.02,0
D0116,District_116,8,2025,Typhoid,180,3844981,0.046814276,62.09,154.89,47.23,1
D0116,District_116,9,2025,Swine Flu,163,3844981,0.042392927,62.09,145.02,96.7,1
D0116,District_116,10,2025,Swine Flu,293,3844981,0.076203237,62.09,435.71,39.47,1
D0116,District_116,11,2025,Typhoid,9,3844981,0.002340714,62.09,336.35,43.38,0
D0116,District_116,12,2025,Chikungunya,219,3844981,0.056957369,62.09,398.34,59.44,1
D0116,District_116,13,2025,Typhoid,28,3844981,0.007282221,62.09,125.23,71.27,0
D0116,District_116,14,2025,Hepatitis,80,3844981,0.020806345,62.09,312.44,72.27,0
D0116,District_116,15,2025,Chikungunya,17,3844981,0.004421348,62.09,285.87,50.44,0
D0116,District_116,16,2025,Dengue,156,3844981,0.040572372,62.09,416.42,94.44,1
D0116,District_116,17,2025,Dengue,231,3844981,0.06007832,62.09,453.04,94.06,1
D0116,District_116,18,2025,Typhoid,60,3844981,0.015604759,62.09,6.08,57.44,0
D0116,District_116,19,2025,Typhoid,236,3844981,0.061378717,62.09,337.01,60.4,1
D0116,District_116,20,2025,Hepatitis,12,3844981,0.003120952,62.09,25.92,79.17,0
D0116,District_116,21,2025,Chikungunya,150,3844981,0.039011896,62.09,274.43,76.41,1
D0116,District_116,22,2025,Malaria,9,3844981,0.002340714,62.09,143.82,56.76,0
D0116,District_116,23,2025,Typhoid,22,3844981,0.005721745,62.09,153.39,59,0
D0116,District_116,24,2025,Typhoid,183,3844981,0.047594513,62.09,176.48,54.36,1
D0116,District_116,25,2025,Hepatitis,132,3844981,0.034330469,62.09,310.65,46.48,1
D0116,District_116,26,2025,Chikungunya,289,3844981,0.07516292,62.09,167.02,62.07,1
D0117,District_117,1,2025,Dengue,145,2254708,0.06430988,60.84,366.35,78.05,1
D0117,District_117,2,2025,Malaria,140,2254708,0.062092298,60.84,202.26,81.94,1
D0117,District_117,3,2025,Malaria,43,2254708,0.019071206,60.84,34.18,84.52,0
D0117,District_117,4,2025,Chikungunya,145,2254708,0.06430988,60.84,391.88,56.23,1
D0117,District_117,5,2025,Malaria,136,2254708,0.060318232,60.84,142.88,83.52,1
D0117,District_117,6,2025,Dengue,47,2254708,0.020845271,60.84,216.38,30.46,0
D0117,District_117,7,2025,Hepatitis,216,2254708,0.095799545,60.84,342.72,63.39,1
D0117,District_117,8,2025,Malaria,63,2254708,0.027941534,60.84,166.23,85.57,0
D0117,District_117,9,2025,Typhoid,206,2254708,0.091364381,60.84,28.29,74.1,1
D0117,District_117,10,2025,Dengue,277,2254708,0.122854046,60.84,186.96,63.18,1
D0117,District_117,11,2025,Chikungunya,47,2254708,0.020845271,60.84,472.22,75.12,0
D0117,District_117,12,2025,Chikungunya,10,2254708,0.004435164,60.84,320.87,93.49,0
D0117,District_117,13,2025,Swine Flu,79,2254708,0.035037796,60.84,335.74,69.65,0
D0117,District_117,14,2025,Chikungunya,19,2254708,0.008426812,60.84,316.14,85.99,0
D0117,District_117,15,2025,Hepatitis,192,2254708,0.085155151,60.84,99.5,98.65,1
D0117,District_117,16,2025,Dengue,117,2254708,0.05189142,60.84,209.17,79.39,1
D0117,District_117,17,2025,Dengue,12,2254708,0.005322197,60.84,375.47,70.13,0
D0117,District_117,18,2025,Chikungunya,232,2254708,0.102895807,60.84,50.69,32.62,1
D0117,District_117,19,2025,Dengue,117,2254708,0.05189142,60.84,138.93,56.21,1
D0117,District_117,20,2025,Chikungunya,209,2254708,0.09269493,60.84,138.16,69.58,1
D0117,District_117,21,2025,Typhoid,221,2254708,0.098017127,60.84,216.01,85.8,1
D0117,District_117,22,2025,Hepatitis,129,2254708,0.057213617,60.84,490.18,60.67,1
D0117,District_117,23,2025,Swine Flu,148,2254708,0.065640429,60.84,33.75,97.2,1
D0117,District_117,24,2025,Dengue,246,2254708,0.109105037,60.84,259.35,49.03,1
D0117,District_117,25,2025,Hepatitis,230,2254708,0.102008775,60.84,89.68,82.12,1
D0117,District_117,26,2025,Hepatitis,68,2254708,0.030159116,60.84,485.34,59.33,0
D0118,District_118,1,2025,Chikungunya,13,4840957,0.002685419,74.14,56.65,64.02,0
D0118,District_118,2,2025,Swine Flu,36,4840957,0.007436546,74.14,201.8,86.18,0
D0118,District_118,3,2025,Dengue,168,4840957,0.034703882,74.14,368.94,50.74,0
D0118,District_118,4,2025,Malaria,15,4840957,0.003098561,74.14,352.28,36.78,0
D0118,District_118,5,2025,Typhoid,170,4840957,0.035117023,74.14,211.36,66.42,0
D0118,District_118,6,2025,Malaria,17,4840957,0.003511702,74.14,173.26,67.02,0
D0118,District_118,7,2025,Chikungunya,275,4840957,0.05680695,74.14,198.81,85.8,0
D0118,District_118,8,2025,Swine Flu,37,4840957,0.007643117,74.14,132.14,97.78,0
D0118,District_118,9,2025,Swine Flu,273,4840957,0.056393808,74.14,102.67,33.87,0
D0118,District_118,10,2025,Typhoid,140,4840957,0.028919902,74.14,241.52,71.42,0
D0118,District_118,11,2025,Hepatitis,288,4840957,0.059492369,74.14,134.27,77.69,0
D0118,District_118,12,2025,Chikungunya,202,4840957,0.041727287,74.14,143.73,99.01,0
D0118,District_118,13,2025,Dengue,158,4840957,0.032638175,74.14,328.38,95.98,0
D0118,District_118,14,2025,Hepatitis,68,4840957,0.014046809,74.14,484.27,79.87,0
D0118,District_118,15,2025,Dengue,72,4840957,0.014873092,74.14,301.82,66.53,0
D0118,District_118,16,2025,Malaria,267,4840957,0.055154384,74.14,38.49,41.31,0
D0118,District_118,17,2025,Chikungunya,117,4840957,0.024168775,74.14,37.79,56.89,0
D0118,District_118,18,2025,Malaria,133,4840957,0.027473907,74.14,475.71,70.96,0
D0118,District_118,19,2025,Malaria,251,4840957,0.051849252,74.14,148.65,80.76,0
D0118,District_118,20,2025,Typhoid,134,4840957,0.027680477,74.14,46.03,74.48,0
D0118,District_118,21,2025,Hepatitis,30,4840957,0.006197122,74.14,299.52,79.99,0
D0118,District_118,22,2025,Chikungunya,110,4840957,0.02272278,74.14,311.82,60.04,0
D0118,District_118,23,2025,Malaria,285,4840957,0.058872657,74.14,324.25,80.93,0
D0118,District_118,24,2025,Hepatitis,62,4840957,0.012807385,74.14,133.7,40.06,0
D0118,District_118,25,2025,Malaria,281,4840957,0.058046374,74.14,7.56,41.38,0
D0118,District_118,26,2025,Chikungunya,287,4840957,0.059285798,74.14,482.51,41.4,0
D0119,District_119,1,2025,Swine Flu,116,7653674,0.01515612,78,125.45,92.36,0
D0119,District_119,2,2025,Hepatitis,182,7653674,0.023779429,78,338.01,35.32,0
D0119,District_119,3,2025,Typhoid,224,7653674,0.02926699,78,353.31,86.11,0
D0119,District_119,4,2025,Dengue,154,7653674,0.020121056,78,305,46.35,0
D0119,District_119,5,2025,Chikungunya,129,7653674,0.01685465,78,156.45,62.79,0
D0119,District_119,6,2025,Malaria,71,7653674,0.009276591,78,135.55,94.12,0
D0119,District_119,7,2025,Typhoid,218,7653674,0.028483053,78,298.83,71.02,0
D0119,District_119,8,2025,Chikungunya,13,7653674,0.001698531,78,433.05,44.71,0
D0119,District_119,9,2025,Chikungunya,59,7653674,0.007708716,78,473.37,49.89,0
D0119,District_119,10,2025,Hepatitis,269,7653674,0.035146519,78,52.95,94.43,0
D0119,District_119,11,2025,Chikungunya,150,7653674,0.019598431,78,77.41,59.9,0
D0119,District_119,12,2025,Chikungunya,71,7653674,0.009276591,78,472.37,71.09,0
D0119,District_119,13,2025,Dengue,35,7653674,0.004572967,78,368.27,62.2,0
D0119,District_119,14,2025,Dengue,152,7653674,0.019859743,78,441.5,56.49,0
D0119,District_119,15,2025,Dengue,79,7653674,0.01032184,78,101.32,45.63,0
D0119,District_119,16,2025,Hepatitis,195,7653674,0.02547796,78,293.79,78.03,0
D0119,District_119,17,2025,Typhoid,153,7653674,0.019990399,78,350.57,80.28,0
D0119,District_119,18,2025,Swine Flu,176,7653674,0.022995492,78,340.06,49.24,0
D0119,District_119,19,2025,Chikungunya,164,7653674,0.021427618,78,204.08,85.23,0
D0119,District_119,20,2025,Hepatitis,16,7653674,0.002090499,78,7.7,89.82,0
D0119,District_119,21,2025,Typhoid,227,7653674,0.029658959,78,291.46,94.45,0
D0119,District_119,22,2025,Dengue,207,7653674,0.027045834,78,126.55,41.28,0
D0119,District_119,23,2025,Hepatitis,156,7653674,0.020382368,78,225.13,51.27,0
D0119,District_119,24,2025,Swine Flu,66,7653674,0.00862331,78,478.79,90.22,0
D0119,District_119,25,2025,Chikungunya,144,7653674,0.018814494,78,199.52,43.9,0
D0119,District_119,26,2025,Swine Flu,15,7653674,0.001959843,78,419.9,30.24,0
D0120,District_120,1,2025,Typhoid,106,1708110,0.062056893,91.89,94.27,90.96,0
D0120,District_120,2,2025,Typhoid,74,1708110,0.043322737,91.89,336.23,52.85,0
D0120,District_120,3,2025,Typhoid,180,1708110,0.10537963,91.89,488.5,59.01,0
D0120,District_120,4,2025,Typhoid,135,1708110,0.079034723,91.89,50.95,61.24,0
D0120,District_120,5,2025,Hepatitis,180,1708110,0.10537963,91.89,4.16,89.38,0
D0120,District_120,6,2025,Dengue,134,1708110,0.07844928,91.89,216.79,53.65,0
D0120,District_120,7,2025,Typhoid,151,1708110,0.088401801,91.89,46.31,92.46,0
D0120,District_120,8,2025,Typhoid,82,1708110,0.048006276,91.89,374.19,73.19,0
D0120,District_120,9,2025,Chikungunya,98,1708110,0.057373354,91.89,457.27,66.91,0
D0120,District_120,10,2025,Dengue,161,1708110,0.094256225,91.89,217.01,52.79,0
D0120,District_120,11,2025,Hepatitis,214,1708110,0.125284671,91.89,129.36,47.06,0
D0120,District_120,12,2025,Swine Flu,68,1708110,0.039810082,91.89,217.2,73.68,0
D0120,District_120,13,2025,Dengue,156,1708110,0.091329013,91.89,361.72,61.28,0
D0120,District_120,14,2025,Malaria,231,1708110,0.135237192,91.89,4.53,93.74,0
D0120,District_120,15,2025,Chikungunya,73,1708110,0.042737294,91.89,294.73,64.41,0
D0120,District_120,16,2025,Typhoid,201,1708110,0.11767392,91.89,306.65,65.83,0
D0120,District_120,17,2025,Swine Flu,79,1708110,0.046249949,91.89,318.84,59.17,0
D0120,District_120,18,2025,Hepatitis,14,1708110,0.008196193,91.89,121.01,85.25,0
D0120,District_120,19,2025,Typhoid,76,1708110,0.044493622,91.89,357.03,59.74,0
D0120,District_120,20,2025,Malaria,181,1708110,0.105965073,91.89,45.7,48.85,0
D0120,District_120,21,2025,Typhoid,113,1708110,0.06615499,91.89,99.64,90.34,0
D0120,District_120,22,2025,Chikungunya,98,1708110,0.057373354,91.89,438.74,71.78,0
D0120,District_120,23,2025,Dengue,121,1708110,0.070838529,91.89,369.36,71.41,0
D0120,District_120,24,2025,Hepatitis,82,1708110,0.048006276,91.89,6.87,72.76,0
D0120,District_120,25,2025,Chikungunya,252,1708110,0.147531482,91.89,124.19,80.32,0
D0120,District_120,26,2025,Dengue,77,1708110,0.045079064,91.89,107.2,51.91,0
D0121,District_121,1,2025,Dengue,69,9305675,0.00741483,83.15,135.4,32.37,0
D0121,District_121,2,2025,Malaria,296,9305675,0.031808547,83.15,123.78,86.74,0
D0121,District_121,3,2025,Swine Flu,95,9305675,0.010208824,83.15,31.26,39.02,0
D0121,District_121,4,2025,Hepatitis,77,9305675,0.008274521,83.15,229.47,80.53,0
D0121,District_121,5,2025,Hepatitis,76,9305675,0.008167059,83.15,366.37,35.76,0
D0121,District_121,6,2025,Swine Flu,126,9305675,0.013540125,83.15,303.37,56.27,0
D0121,District_121,7,2025,Hepatitis,95,9305675,0.010208824,83.15,336.44,34.41,0
D0121,District_121,8,2025,Swine Flu,199,9305675,0.0213848,83.15,40.57,66.55,0
D0121,District_121,9,2025,Chikungunya,291,9305675,0.03127124,83.15,475.75,75.72,0
D0121,District_121,10,2025,Dengue,175,9305675,0.018805729,83.15,419.25,42,0
D0121,District_121,11,2025,Typhoid,117,9305675,0.012572973,83.15,402.55,56.01,0
D0121,District_121,12,2025,Chikungunya,195,9305675,0.020954955,83.15,411.49,95.12,0
D0121,District_121,13,2025,Chikungunya,259,9305675,0.027832479,83.15,466.36,60.97,0
D0121,District_121,14,2025,Malaria,295,9305675,0.031701086,83.15,272.13,86.18,0
D0121,District_121,15,2025,Chikungunya,123,9305675,0.013217741,83.15,100.14,94.9,0
D0121,District_121,16,2025,Hepatitis,48,9305675,0.005158143,83.15,308.39,98.2,0
D0121,District_121,17,2025,Typhoid,196,9305675,0.021062416,83.15,371.44,92.88,0
D0121,District_121,18,2025,Malaria,253,9305675,0.027187711,83.15,368.96,52.22,0
D0121,District_121,19,2025,Hepatitis,151,9305675,0.016226657,83.15,260.72,97.38,0
D0121,District_121,20,2025,Typhoid,151,9305675,0.016226657,83.15,34.23,86.87,0
D0121,District_121,21,2025,Typhoid,208,9305675,0.022351952,83.15,185.56,88.6,0
D0121,District_121,22,2025,Typhoid,17,9305675,0.001826842,83.15,460.38,31.06,0
D0121,District_121,23,2025,Swine Flu,18,9305675,0.001934304,83.15,292.22,96.8,0
D0121,District_121,24,2025,Chikungunya,188,9305675,0.020202726,83.15,269.17,84.47,0
D0121,District_121,25,2025,Dengue,272,9305675,0.029229476,83.15,134.43,83.76,0
D0121,District_121,26,2025,Chikungunya,165,9305675,0.017731116,83.15,184.22,35.71,0
D0122,District_122,1,2025,Malaria,209,8003680,0.026112988,78.69,447.67,46.28,0
D0122,District_122,2,2025,Chikungunya,11,8003680,0.001374368,78.69,333.23,97.36,0
D0122,District_122,3,2025,Malaria,82,8003680,0.010245287,78.69,393.69,65.05,0
D0122,District_122,4,2025,Dengue,241,8003680,0.030111149,78.69,227.17,57.85,0
D0122,District_122,5,2025,Swine Flu,53,8003680,0.006621954,78.69,315.12,88.8,0
D0122,District_122,6,2025,Swine Flu,160,8003680,0.019990804,78.69,124.19,36.11,0
D0122,District_122,7,2025,Malaria,119,8003680,0.014868161,78.69,352.73,59.19,0
D0122,District_122,8,2025,Hepatitis,254,8003680,0.031735402,78.69,213.8,56.3,0
D0122,District_122,9,2025,Chikungunya,155,8003680,0.019366092,78.69,221.27,54.49,0
D0122,District_122,10,2025,Swine Flu,251,8003680,0.031360574,78.69,324.66,51.54,0
D0122,District_122,11,2025,Chikungunya,31,8003680,0.003873218,78.69,468.14,44.71,0
D0122,District_122,12,2025,Hepatitis,55,8003680,0.006871839,78.69,32,42.1,0
D0122,District_122,13,2025,Typhoid,169,8003680,0.021115287,78.69,412.37,74.83,0
D0122,District_122,14,2025,Typhoid,43,8003680,0.005372529,78.69,146.19,94.36,0
D0122,District_122,15,2025,Typhoid,278,8003680,0.034734022,78.69,221.96,65.62,0
D0122,District_122,16,2025,Dengue,222,8003680,0.027737241,78.69,10.96,50.86,0
D0122,District_122,17,2025,Typhoid,193,8003680,0.024113908,78.69,150.52,41.14,0
D0122,District_122,18,2025,Swine Flu,161,8003680,0.020115747,78.69,251.32,88.11,0
D0122,District_122,19,2025,Dengue,200,8003680,0.024988505,78.69,28.09,98,0
D0122,District_122,20,2025,Hepatitis,14,8003680,0.001749195,78.69,245.55,54.44,0
D0122,District_122,21,2025,Dengue,217,8003680,0.027112528,78.69,463.56,50.37,0
D0122,District_122,22,2025,Swine Flu,76,8003680,0.009495632,78.69,52.7,72.1,0
D0122,District_122,23,2025,Dengue,150,8003680,0.018741379,78.69,382.22,84.27,0
D0122,District_122,24,2025,Chikungunya,199,8003680,0.024863563,78.69,204.84,61.88,0
D0122,District_122,25,2025,Hepatitis,199,8003680,0.024863563,78.69,327.59,74.11,0
D0122,District_122,26,2025,Dengue,12,8003680,0.00149931,78.69,130.12,80.16,0
D0123,District_123,1,2025,Chikungunya,237,1199371,0.197603577,77.4,79.75,97.24,0
D0123,District_123,2,2025,Chikungunya,149,1199371,0.124231785,77.4,80.23,41.55,0
D0123,District_123,3,2025,Hepatitis,167,1199371,0.139239651,77.4,35.25,99.82,0
D0123,District_123,4,2025,Typhoid,271,1199371,0.22595177,77.4,92.82,57.45,0
D0123,District_123,5,2025,Swine Flu,125,1199371,0.104221296,77.4,332.11,80.62,0
D0123,District_123,6,2025,Typhoid,28,1199371,0.02334557,77.4,440.85,70.07,0
D0123,District_123,7,2025,Swine Flu,121,1199371,0.100886215,77.4,407.06,64.07,0
D0123,District_123,8,2025,Malaria,131,1199371,0.109223918,77.4,342.57,78.87,0
D0123,District_123,9,2025,Swine Flu,104,1199371,0.086712118,77.4,55.22,57.7,0
D0123,District_123,10,2025,Malaria,69,1199371,0.057530155,77.4,144.59,38.83,0
D0123,District_123,11,2025,Chikungunya,181,1199371,0.150912437,77.4,154.9,64.22,0
D0123,District_123,12,2025,Typhoid,200,1199371,0.166754074,77.4,124.98,66.53,0
D0123,District_123,13,2025,Swine Flu,254,1199371,0.211777673,77.4,257.5,44.13,0
D0123,District_123,14,2025,Chikungunya,270,1199371,0.225117999,77.4,267.78,95.49,0
D0123,District_123,15,2025,Typhoid,190,1199371,0.15841637,77.4,178.44,45.92,0
D0123,District_123,16,2025,Dengue,154,1199371,0.128400637,77.4,176.89,58.65,0
D0123,District_123,17,2025,Dengue,201,1199371,0.167587844,77.4,414.28,40.85,0
D0123,District_123,18,2025,Swine Flu,244,1199371,0.20343997,77.4,394.65,67.51,0
D0123,District_123,19,2025,Swine Flu,172,1199371,0.143408503,77.4,153.9,51.53,0
D0123,District_123,20,2025,Dengue,34,1199371,0.028348193,77.4,456.89,64.25,0
D0123,District_123,21,2025,Hepatitis,215,1199371,0.179260629,77.4,476.41,45.72,0
D0123,District_123,22,2025,Hepatitis,174,1199371,0.145076044,77.4,163.37,33.76,0
D0123,District_123,23,2025,Hepatitis,47,1199371,0.039187207,77.4,177.21,84.55,0
D0123,District_123,24,2025,Typhoid,92,1199371,0.076706874,77.4,252.82,74.88,0
D0123,District_123,25,2025,Dengue,224,1199371,0.186764562,77.4,470.56,53.85,0
D0123,District_123,26,2025,Chikungunya,279,1199371,0.232621933,77.4,438.16,33.32,0
D0124,District_124,1,2025,Chikungunya,121,4658809,0.025972303,67.6,51.28,90.59,1
D0124,District_124,2,2025,Hepatitis,199,4658809,0.04271478,67.6,196.37,41.89,1
D0124,District_124,3,2025,Dengue,80,4658809,0.017171771,67.6,276.69,95.15,0
D0124,District_124,4,2025,Chikungunya,204,4658809,0.043788015,67.6,251.57,63.5,1
D0124,District_124,5,2025,Hepatitis,217,4658809,0.046578428,67.6,96.93,53.83,1
D0124,District_124,6,2025,Dengue,264,4658809,0.056666843,67.6,429.41,81.92,1
D0124,District_124,7,2025,Swine Flu,63,4658809,0.013522769,67.6,338.47,91.38,0
D0124,District_124,8,2025,Malaria,139,4658809,0.029835952,67.6,418.95,55.95,1
D0124,District_124,9,2025,Chikungunya,277,4658809,0.059457256,67.6,429.38,58.51,1
D0124,District_124,10,2025,Swine Flu,97,4658809,0.020820772,67.6,374.18,60.32,0
D0124,District_124,11,2025,Dengue,238,4658809,0.051086018,67.6,219.61,94.56,1
D0124,District_124,12,2025,Swine Flu,17,4658809,0.003649001,67.6,305.27,78.48,0
D0124,District_124,13,2025,Chikungunya,284,4658809,0.060959786,67.6,80.18,47.34,1
D0124,District_124,14,2025,Malaria,111,4658809,0.023825832,67.6,336.82,42.95,1
D0124,District_124,15,2025,Swine Flu,196,4658809,0.042070838,67.6,89.63,46.13,1
D0124,District_124,16,2025,Chikungunya,82,4658809,0.017601065,67.6,346.97,48.45,0
D0124,District_124,17,2025,Hepatitis,85,4658809,0.018245006,67.6,114.8,46.11,0
D0124,District_124,18,2025,Chikungunya,10,4658809,0.002146471,67.6,58.78,76.1,0
D0124,District_124,19,2025,Swine Flu,181,4658809,0.038851131,67.6,82.64,38.12,1
D0124,District_124,20,2025,Malaria,130,4658809,0.027904127,67.6,1,57.12,1
D0124,District_124,21,2025,Hepatitis,52,4658809,0.011161651,67.6,359.37,73.75,0
D0124,District_124,22,2025,Malaria,225,4658809,0.048295605,67.6,366.2,50.36,1
D0124,District_124,23,2025,Typhoid,84,4658809,0.018030359,67.6,257.47,34.57,0
D0124,District_124,24,2025,Malaria,256,4658809,0.054949666,67.6,80.68,35.73,1
D0124,District_124,25,2025,Hepatitis,149,4658809,0.031982423,67.6,41.78,38.82,1
D0124,District_124,26,2025,Chikungunya,21,4658809,0.00450759,67.6,9.56,88.51,0
D0125,District_125,1,2025,Typhoid,16,7527903,0.002125426,87.68,82.87,76.05,0
D0125,District_125,2,2025,Dengue,25,7527903,0.003320978,87.68,445.43,34.52,0
D0125,District_125,3,2025,Typhoid,58,7527903,0.007704669,87.68,120.77,57.37,0
D0125,District_125,4,2025,Typhoid,33,7527903,0.004383691,87.68,177.14,49.5,0
D0125,District_125,5,2025,Hepatitis,162,7527903,0.021519937,87.68,52.67,70.46,0
D0125,District_125,6,2025,Hepatitis,282,7527903,0.037460631,87.68,111.18,66.6,0
D0125,District_125,7,2025,Swine Flu,131,7527903,0.017401925,87.68,259.61,63.68,0
D0125,District_125,8,2025,Hepatitis,19,7527903,0.002523943,87.68,303.88,52.02,0
D0125,District_125,9,2025,Typhoid,202,7527903,0.026833502,87.68,122.68,39.65,0
D0125,District_125,10,2025,Dengue,257,7527903,0.034139653,87.68,28.87,81.97,0
D0125,District_125,11,2025,Hepatitis,72,7527903,0.009564417,87.68,195.52,91.59,0
D0125,District_125,12,2025,Chikungunya,10,7527903,0.001328391,87.68,117.1,96.09,0
D0125,District_125,13,2025,Chikungunya,244,7527903,0.032412745,87.68,109.78,34.1,0
D0125,District_125,14,2025,Malaria,229,7527903,0.030420158,87.68,479.93,81.79,0
D0125,District_125,15,2025,Chikungunya,140,7527903,0.018597477,87.68,308.15,80.86,0
D0125,District_125,16,2025,Hepatitis,118,7527903,0.015675016,87.68,278.44,96.3,0
D0125,District_125,17,2025,Hepatitis,25,7527903,0.003320978,87.68,207.89,47.7,0
D0125,District_125,18,2025,Chikungunya,124,7527903,0.016472051,87.68,214.47,81.95,0
D0125,District_125,19,2025,Hepatitis,123,7527903,0.016339212,87.68,270.45,33.82,0
D0125,District_125,20,2025,Typhoid,206,7527903,0.027364858,87.68,348.21,74.19,0
D0125,District_125,21,2025,Hepatitis,235,7527903,0.031217193,87.68,351.07,54.56,0
D0125,District_125,22,2025,Typhoid,114,7527903,0.01514366,87.68,85.85,83.82,0
D0125,District_125,23,2025,Typhoid,145,7527903,0.019261672,87.68,250.06,90.43,0
D0125,District_125,24,2025,Typhoid,231,7527903,0.030685836,87.68,205.98,55.54,0
D0125,District_125,25,2025,Malaria,16,7527903,0.002125426,87.68,435.26,66.79,0
