cases_lag1,rainfall_lag1,humidity_lag1,vaccination_coverage,predicted_risk,district_code,action
100.0,364.51,50.48,60.54,1,D0438,Increase Vaccination Drive
10.0,117.1,96.09,87.68,1,D0125,Increase Vaccination Drive
140.0,261.84,70.45,52.17,1,D0422,Increase Vaccination Drive
248.0,258.82,87.46,81.43,1,D0496,Increase Vaccination Drive
180.0,291.6,59.86,85.57,1,D0388,Increase Vaccination Drive
53.0,241.23,87.25,75.65,1,D0415,Increase Vaccination Drive
291.0,87.39,65.23,85.0,1,D0284,Increase Vaccination Drive
117.0,122.05,65.74,60.54,1,D0438,Increase Vaccination Drive
45.0,463.5,63.03,58.66,1,D0064,Increase Vaccination Drive
289.0,498.58,51.45,65.46,1,D0660,Increase Vaccination Drive
14.0,195.67,97.88,86.58,1,D0517,Increase Vaccination Drive
20.0,354.09,89.27,83.24,1,D0046,Increase Vaccination Drive
69.0,114.03,69.63,83.9,1,D0324,Increase Vaccination Drive
28.0,20.16,98.06,65.65,1,D0315,Increase Vaccination Drive
132.0,429.82,36.53,53.46,1,D0486,Increase Vaccination Drive
211.0,334.32,56.65,66.33,1,D0027,Increase Vaccination Drive
270.0,445.06,85.09,61.84,1,D0420,Increase Vaccination Drive
190.0,271.36,98.26,50.32,1,D0031,Increase Vaccination Drive
29.0,331.85,61.69,52.13,1,D0357,Increase Vaccination Drive
125.0,198.28,99.13,62.09,1,D0116,Increase Vaccination Drive
83.0,486.87,90.52,77.65,1,D0313,Increase Vaccination Drive
48.0,136.28,82.21,93.93,1,D0347,Increase Vaccination Drive
95.0,5.12,89.07,63.97,1,D0453,Increase Vaccination Drive
122.0,403.05,77.83,84.45,1,D0309,Increase Vaccination Drive
212.0,129.88,62.09,60.38,1,D0044,Increase Vaccination Drive
22.0,355.09,45.15,83.61,1,D0317,Increase Vaccination Drive
258.0,205.34,65.75,55.37,1,D0177,Increase Vaccination Drive
179.0,75.02,75.08,91.72,1,D0068,Increase Vaccination Drive
63.0,169.06,48.5,86.74,1,D0635,Increase Vaccination Drive
110.0,311.38,84.96,66.33,1,D0152,Increase Vaccination Drive
5.0,495.8,93.95,64.33,1,D0379,Increase Vaccination Drive
264.0,343.98,63.92,56.56,1,D0375,Increase Vaccination Drive
59.0,473.37,49.89,78.0,1,D0119,Increase Vaccination Drive
3.0,165.81,96.7,78.52,1,D0178,Increase Vaccination Drive
237.0,196.71,34.3,70.04,1,D0676,Increase Vaccination Drive
253.0,20.43,45.81,65.12,1,D0024,Increase Vaccination Drive
241.0,163.78,68.26,71.01,1,D0337,Increase Vaccination Drive
164.0,248.35,60.1,97.41,1,D0100,Increase Vaccination Drive
230.0,112.7,65.08,60.74,1,D0700,Increase Vaccination Drive
71.0,329.76,91.49,79.75,1,D0130,Increase Vaccination Drive
191.0,57.7,55.27,64.33,1,D0379,Increase Vaccination Drive
41.0,275.84,73.46,81.58,1,D0249,Increase Vaccination Drive
7.0,77.39,38.42,72.03,1,D0237,Increase Vaccination Drive
8.0,330.89,36.54,89.43,1,D0149,Increase Vaccination Drive
295.0,196.42,72.01,88.93,1,D0265,Increase Vaccination Drive
28.0,474.9,39.2,96.55,1,D0549,Increase Vaccination Drive
148.0,230.18,33.45,80.05,1,D0085,Increase Vaccination Drive
220.0,347.66,80.88,97.18,1,D0577,Increase Vaccination Drive
132.0,177.4,81.58,95.87,1,D0201,Increase Vaccination Drive
220.0,74.8,48.64,68.31,1,D0592,Increase Vaccination Drive
152.0,71.85,85.15,62.89,1,D0396,Increase Vaccination Drive
243.0,253.93,86.36,97.11,1,D0479,Increase Vaccination Drive
149.0,420.84,41.94,62.37,1,D0564,Increase Vaccination Drive
163.0,458.09,94.67,57.35,1,D0657,Increase Vaccination Drive
24.0,464.57,82.77,52.1,1,D0142,Increase Vaccination Drive
283.0,494.95,83.89,82.82,1,D0439,Increase Vaccination Drive
270.0,344.64,37.02,58.14,1,D0273,Increase Vaccination Drive
134.0,492.06,34.62,71.1,1,D0082,Increase Vaccination Drive
154.0,274.27,54.26,87.25,1,D0703,Increase Vaccination Drive
128.0,204.6,38.6,58.55,1,D0352,Increase Vaccination Drive
27.0,449.73,48.16,95.59,1,D0355,Increase Vaccination Drive
174.0,159.83,73.01,63.97,1,D0342,Increase Vaccination Drive
135.0,154.32,32.18,79.01,1,D0325,Increase Vaccination Drive
227.0,99.05,74.88,85.13,1,D0079,Increase Vaccination Drive
193.0,353.4,85.81,58.29,1,D0253,Increase Vaccination Drive
220.0,289.9,99.31,51.33,1,D0219,Increase Vaccination Drive
170.0,305.77,92.5,65.16,1,D0560,Increase Vaccination Drive
8.0,457.76,36.05,65.74,1,D0567,Increase Vaccination Drive
45.0,46.29,50.24,63.79,1,D0545,Increase Vaccination Drive
273.0,398.15,33.71,94.63,1,D0405,Increase Vaccination Drive
41.0,357.58,59.29,72.13,1,D0655,Increase Vaccination Drive
36.0,198.64,70.54,55.62,1,D0030,Increase Vaccination Drive
299.0,70.13,53.89,81.1,1,D0507,Increase Vaccination Drive
264.0,132.74,36.16,70.53,1,D0540,Increase Vaccination Drive
293.0,101.76,57.74,81.58,1,D0247,Increase Vaccination Drive
99.0,26.71,67.13,91.51,1,D0609,Increase Vaccination Drive
221.0,37.76,33.04,75.47,1,D0259,Increase Vaccination Drive
14.0,92.98,59.5,65.45,1,D0466,Increase Vaccination Drive
230.0,45.52,72.28,62.82,1,D0329,Increase Vaccination Drive
209.0,196.4,44.48,63.08,1,D0633,Increase Vaccination Drive
240.0,446.95,79.78,55.62,1,D0030,Increase Vaccination Drive
253.0,158.89,50.63,64.63,1,D0593,Increase Vaccination Drive
93.0,279.07,81.65,89.11,1,D0387,Increase Vaccination Drive
59.0,0.36,70.58,87.59,1,D0300,Increase Vaccination Drive
139.0,248.62,79.41,80.36,1,D0525,Increase Vaccination Drive
243.0,91.78,58.57,65.16,1,D0560,Increase Vaccination Drive
27.0,360.29,76.03,66.76,1,D0327,Increase Vaccination Drive
98.0,444.52,43.68,51.7,1,D0721,Increase Vaccination Drive
212.0,497.38,30.73,53.77,1,D0562,Increase Vaccination Drive
215.0,47.37,89.49,55.42,1,D0285,Increase Vaccination Drive
286.0,205.26,41.33,76.54,1,D0303,Increase Vaccination Drive
147.0,15.81,52.28,54.69,1,D0554,Increase Vaccination Drive
97.0,411.54,35.5,70.84,1,D0395,Increase Vaccination Drive
249.0,234.38,36.34,53.0,1,D0086,Increase Vaccination Drive
80.0,276.69,95.15,67.6,1,D0124,Increase Vaccination Drive
295.0,54.02,35.43,63.81,1,D0162,Increase Vaccination Drive
73.0,13.93,72.51,80.17,1,D0158,Increase Vaccination Drive
95.0,0.86,79.5,87.32,1,D0548,Increase Vaccination Drive
20.0,356.03,65.55,96.28,1,D0398,Increase Vaccination Drive
9.0,376.2,95.94,73.79,1,D0295,Increase Vaccination Drive
18.0,473.06,51.42,93.37,1,D0034,Increase Vaccination Drive
50.0,134.67,44.42,56.8,1,D0583,Increase Vaccination Drive
131.0,362.0,69.97,81.15,1,D0529,Increase Vaccination Drive
114.0,129.5,70.8,57.81,1,D0532,Increase Vaccination Drive
119.0,454.04,77.39,53.19,1,D0274,Increase Vaccination Drive
260.0,476.13,56.65,55.36,1,D0230,Increase Vaccination Drive
107.0,2.06,44.67,60.88,1,D0459,Increase Vaccination Drive
82.0,417.79,70.57,67.09,1,D0373,Increase Vaccination Drive
68.0,280.25,91.97,67.24,1,D0581,Increase Vaccination Drive
230.0,257.77,92.45,79.7,1,D0455,Increase Vaccination Drive
259.0,473.96,96.8,97.96,1,D0485,Increase Vaccination Drive
92.0,402.95,70.29,92.5,1,D0568,Increase Vaccination Drive
54.0,399.09,80.41,93.68,1,D0531,Increase Vaccination Drive
143.0,290.11,95.06,81.48,1,D0536,Increase Vaccination Drive
147.0,232.29,87.39,52.44,1,D0321,Increase Vaccination Drive
5.0,471.52,93.53,75.02,1,D0430,Increase Vaccination Drive
195.0,194.56,41.4,95.6,1,D0442,Increase Vaccination Drive
126.0,483.58,82.43,60.98,1,D0709,Increase Vaccination Drive
291.0,454.09,82.46,60.57,1,D0382,Increase Vaccination Drive
126.0,40.39,38.86,51.16,1,D0419,Increase Vaccination Drive
9.0,451.64,56.13,75.47,1,D0259,Increase Vaccination Drive
58.0,214.52,44.55,87.4,1,D0522,Increase Vaccination Drive
92.0,356.52,72.31,94.63,1,D0405,Increase Vaccination Drive
225.0,122.41,73.83,70.53,1,D0540,Increase Vaccination Drive
212.0,147.31,41.96,74.48,1,D0098,Increase Vaccination Drive
36.0,101.34,52.07,92.24,1,D0695,Increase Vaccination Drive
196.0,152.08,53.12,50.74,1,D0356,Increase Vaccination Drive
228.0,132.59,53.39,91.93,1,D0431,Increase Vaccination Drive
24.0,9.0,63.12,53.0,1,D0086,Increase Vaccination Drive
206.0,81.26,31.7,71.38,1,D0226,Increase Vaccination Drive
222.0,147.78,31.26,67.27,1,D0671,Increase Vaccination Drive
285.0,435.59,72.45,81.15,1,D0529,Increase Vaccination Drive
248.0,125.72,87.47,71.01,1,D0337,Increase Vaccination Drive
56.0,4.78,61.22,97.46,1,D0708,Increase Vaccination Drive
164.0,225.61,66.7,50.43,1,D0561,Increase Vaccination Drive
99.0,374.19,75.29,86.58,1,D0299,Increase Vaccination Drive
286.0,486.11,73.82,56.6,1,D0328,Increase Vaccination Drive
229.0,339.09,72.59,85.86,1,D0714,Increase Vaccination Drive
165.0,325.7,60.35,85.4,1,D0611,Increase Vaccination Drive
221.0,167.07,96.22,50.3,1,D0288,Increase Vaccination Drive
163.0,373.13,89.22,81.2,1,D0558,Increase Vaccination Drive
257.0,386.94,88.47,81.59,1,D0087,Increase Vaccination Drive
100.0,110.62,85.76,72.61,1,D0148,Increase Vaccination Drive
163.0,202.48,91.21,72.97,1,D0205,Increase Vaccination Drive
33.0,380.94,72.53,60.76,1,D0204,Increase Vaccination Drive
274.0,32.64,83.92,66.5,1,D0215,Increase Vaccination Drive
122.0,187.85,71.29,90.45,1,D0440,Increase Vaccination Drive
44.0,134.19,37.1,54.77,1,D0590,Increase Vaccination Drive
174.0,19.21,56.4,82.51,1,D0069,Increase Vaccination Drive
52.0,190.98,63.24,70.9,1,D0348,Increase Vaccination Drive
28.0,33.23,85.51,69.19,1,D0128,Increase Vaccination Drive
155.0,14.32,64.49,96.28,1,D0398,Increase Vaccination Drive
213.0,492.29,69.83,74.55,1,D0228,Increase Vaccination Drive
226.0,12.87,56.4,87.59,1,D0300,Increase Vaccination Drive
294.0,371.75,78.16,53.92,1,D0045,Increase Vaccination Drive
178.0,463.27,68.53,87.69,1,D0706,Increase Vaccination Drive
57.0,286.16,40.52,71.53,1,D0260,Increase Vaccination Drive
270.0,203.55,33.35,59.63,1,D0099,Increase Vaccination Drive
293.0,229.03,54.33,97.58,1,D0435,Increase Vaccination Drive
282.0,111.18,66.6,87.68,1,D0125,Increase Vaccination Drive
173.0,75.37,56.66,71.69,1,D0491,Increase Vaccination Drive
207.0,225.77,91.16,78.73,1,D0414,Increase Vaccination Drive
152.0,356.98,47.73,94.0,1,D0250,Increase Vaccination Drive
102.0,81.81,74.94,92.96,1,D0047,Increase Vaccination Drive
167.0,21.3,97.45,60.46,1,D0646,Increase Vaccination Drive
177.0,264.59,72.08,76.29,1,D0658,Increase Vaccination Drive
244.0,477.67,81.98,82.51,1,D0069,Increase Vaccination Drive
145.0,292.02,42.24,56.27,1,D0666,Increase Vaccination Drive
94.0,256.04,35.89,57.53,1,D0724,Increase Vaccination Drive
122.0,181.09,60.74,50.86,1,D0428,Increase Vaccination Drive
119.0,446.6,43.61,63.32,1,D0550,Increase Vaccination Drive
254.0,63.23,92.21,88.87,1,D0268,Increase Vaccination Drive
256.0,390.03,30.89,84.14,1,D0728,Increase Vaccination Drive
168.0,9.56,48.32,85.7,1,D0097,Increase Vaccination Drive
57.0,212.68,60.69,96.55,1,D0549,Increase Vaccination Drive
70.0,122.25,58.08,65.45,1,D0466,Increase Vaccination Drive
6.0,315.89,50.21,55.44,1,D0311,Increase Vaccination Drive
70.0,468.88,70.31,55.05,1,D0351,Increase Vaccination Drive
192.0,266.18,66.0,88.93,1,D0265,Increase Vaccination Drive
171.0,63.53,68.89,68.69,1,D0452,Increase Vaccination Drive
225.0,96.01,91.19,78.85,1,D0194,Increase Vaccination Drive
215.0,375.4,69.76,97.44,1,D0297,Increase Vaccination Drive
285.0,331.42,44.62,51.7,1,D0721,Increase Vaccination Drive
17.0,95.48,53.98,90.59,1,D0713,Increase Vaccination Drive
253.0,389.91,95.7,92.31,1,D0391,Increase Vaccination Drive
26.0,333.68,35.52,95.79,1,D0294,Increase Vaccination Drive
38.0,48.46,41.25,83.61,1,D0317,Increase Vaccination Drive
294.0,337.4,36.38,63.08,1,D0633,Increase Vaccination Drive
129.0,156.45,62.79,78.0,1,D0119,Increase Vaccination Drive
205.0,83.52,69.62,64.31,1,D0054,Increase Vaccination Drive
257.0,252.29,76.92,92.88,1,D0508,Increase Vaccination Drive
160.0,277.29,80.53,96.79,1,D0555,Increase Vaccination Drive
169.0,12.49,43.88,61.3,1,D0441,Increase Vaccination Drive
206.0,61.53,66.71,82.08,1,D0301,Increase Vaccination Drive
171.0,385.56,62.79,78.1,1,D0112,Increase Vaccination Drive
14.0,200.94,33.2,76.08,1,D0191,Increase Vaccination Drive
11.0,178.12,98.01,55.51,1,D0544,Increase Vaccination Drive
114.0,176.59,59.84,97.46,1,D0708,Increase Vaccination Drive
100.0,458.23,57.41,92.88,1,D0508,Increase Vaccination Drive
20.0,133.88,96.07,59.22,1,D0619,Increase Vaccination Drive
237.0,86.1,71.13,97.71,1,D0353,Increase Vaccination Drive
197.0,141.75,67.7,95.63,1,D0281,Increase Vaccination Drive
80.0,172.81,85.04,55.6,1,D0270,Increase Vaccination Drive
92.0,82.35,96.97,77.96,1,D0080,Increase Vaccination Drive
183.0,278.91,44.09,54.93,1,D0316,Increase Vaccination Drive
13.0,378.91,74.39,68.35,1,D0605,Increase Vaccination Drive
223.0,157.89,56.18,84.51,1,D0163,Increase Vaccination Drive
290.0,38.05,80.99,97.71,1,D0353,Increase Vaccination Drive
155.0,282.86,71.33,56.42,1,D0622,Increase Vaccination Drive
143.0,74.44,58.06,72.34,1,D0074,Increase Vaccination Drive
127.0,329.39,92.69,74.56,1,D0039,Increase Vaccination Drive
211.0,277.26,85.58,75.02,1,D0430,Increase Vaccination Drive
84.0,21.01,50.29,80.05,1,D0085,Increase Vaccination Drive
298.0,20.36,98.11,58.82,1,D0013,Increase Vaccination Drive
21.0,1.82,55.7,59.48,1,D0604,Increase Vaccination Drive
120.0,99.68,44.85,60.54,1,D0438,Increase Vaccination Drive
67.0,96.16,51.03,81.72,1,D0227,Increase Vaccination Drive
64.0,384.62,31.91,87.19,1,D0538,Increase Vaccination Drive
60.0,271.95,46.45,56.05,1,D0463,Increase Vaccination Drive
295.0,33.31,95.52,85.06,1,D0534,Increase Vaccination Drive
55.0,180.54,47.67,50.3,1,D0155,Increase Vaccination Drive
168.0,80.71,76.28,81.84,1,D0389,Increase Vaccination Drive
273.0,414.87,81.34,76.05,1,D0037,Increase Vaccination Drive
131.0,94.1,56.51,68.49,1,D0411,Increase Vaccination Drive
133.0,427.55,97.27,60.66,1,D0310,Increase Vaccination Drive
31.0,403.59,92.84,67.99,1,D0566,Increase Vaccination Drive
6.0,36.17,55.14,52.13,1,D0399,Increase Vaccination Drive
270.0,255.72,95.34,61.33,1,D0383,Increase Vaccination Drive
154.0,158.63,71.52,60.13,1,D0267,Increase Vaccination Drive
150.0,197.06,71.46,60.98,1,D0709,Increase Vaccination Drive
210.0,98.11,87.51,54.43,1,D0461,Increase Vaccination Drive
203.0,409.59,59.4,97.37,1,D0060,Increase Vaccination Drive
245.0,490.86,54.27,74.97,1,D0472,Increase Vaccination Drive
92.0,265.94,60.03,87.76,1,D0161,Increase Vaccination Drive
299.0,322.45,93.79,94.1,1,D0345,Increase Vaccination Drive
147.0,157.74,44.09,72.45,1,D0470,Increase Vaccination Drive
100.0,260.71,66.03,50.71,1,D0495,Increase Vaccination Drive
236.0,374.99,46.47,96.67,1,D0129,Increase Vaccination Drive
139.0,328.56,99.96,51.03,1,D0318,Increase Vaccination Drive
183.0,481.7,90.11,89.45,1,D0639,Increase Vaccination Drive
122.0,353.43,63.86,70.69,1,D0003,Increase Vaccination Drive
134.0,178.64,63.78,65.74,1,D0567,Increase Vaccination Drive
44.0,226.71,77.19,82.02,1,D0261,Increase Vaccination Drive
180.0,24.07,70.79,53.0,1,D0086,Increase Vaccination Drive
222.0,478.13,60.86,65.74,1,D0559,Increase Vaccination Drive
211.0,345.53,45.47,91.89,1,D0145,Increase Vaccination Drive
192.0,437.2,74.62,61.18,1,D0235,Increase Vaccination Drive
96.0,345.0,37.91,86.58,1,D0517,Increase Vaccination Drive
228.0,139.36,48.33,54.62,1,D0679,Increase Vaccination Drive
238.0,198.01,34.4,76.95,1,D0464,Increase Vaccination Drive
272.0,218.11,91.86,65.65,1,D0315,Increase Vaccination Drive
98.0,185.11,78.27,54.32,1,D0690,Increase Vaccination Drive
102.0,159.25,68.79,92.78,1,D0672,Increase Vaccination Drive
236.0,429.93,90.52,63.32,1,D0550,Increase Vaccination Drive
83.0,204.42,66.64,92.64,1,D0451,Increase Vaccination Drive
248.0,254.56,85.97,92.88,1,D0508,Increase Vaccination Drive
165.0,194.83,36.58,60.21,1,D0371,Increase Vaccination Drive
32.0,98.55,71.97,85.0,1,D0284,Increase Vaccination Drive
274.0,293.9,42.44,71.67,1,D0217,Increase Vaccination Drive
151.0,90.15,84.0,95.8,1,D0445,Increase Vaccination Drive
168.0,107.46,87.89,96.67,1,D0129,Increase Vaccination Drive
143.0,459.52,54.22,76.68,1,D0330,Increase Vaccination Drive
249.0,134.91,78.28,57.02,1,D0075,Increase Vaccination Drive
53.0,333.19,52.09,63.01,1,D0102,Increase Vaccination Drive
287.0,495.46,66.02,53.77,1,D0562,Increase Vaccination Drive
135.0,40.11,96.65,87.25,1,D0703,Increase Vaccination Drive
162.0,92.18,38.64,50.78,1,D0412,Increase Vaccination Drive
272.0,134.43,83.76,83.15,1,D0121,Increase Vaccination Drive
81.0,257.63,44.7,63.1,1,D0630,Increase Vaccination Drive
142.0,100.26,38.27,73.27,1,D0049,Increase Vaccination Drive
139.0,176.95,80.43,54.76,1,D0384,Increase Vaccination Drive
48.0,362.46,83.89,59.19,1,D0293,Increase Vaccination Drive
295.0,28.49,61.91,71.41,1,D0138,Increase Vaccination Drive
148.0,261.59,34.92,94.25,1,D0553,Increase Vaccination Drive
262.0,419.5,93.95,64.48,1,D0115,Increase Vaccination Drive
226.0,157.83,34.18,79.27,1,D0216,Increase Vaccination Drive
264.0,45.78,78.8,95.92,1,D0719,Increase Vaccination Drive
288.0,345.81,68.89,52.39,1,D0718,Increase Vaccination Drive
120.0,137.82,81.13,97.39,1,D0659,Increase Vaccination Drive
96.0,43.35,36.87,95.85,1,D0200,Increase Vaccination Drive
134.0,33.03,57.84,79.27,1,D0216,Increase Vaccination Drive
52.0,99.93,39.95,73.17,1,D0667,Increase Vaccination Drive
262.0,354.97,43.65,54.18,1,D0334,Increase Vaccination Drive
293.0,111.3,49.73,81.84,1,D0389,Increase Vaccination Drive
287.0,223.67,53.54,92.97,1,D0322,Increase Vaccination Drive
283.0,144.4,86.96,65.65,1,D0315,Increase Vaccination Drive
95.0,458.41,84.04,87.02,1,D0607,Increase Vaccination Drive
290.0,58.74,83.86,79.01,1,D0325,Increase Vaccination Drive
288.0,314.21,90.31,74.94,1,D0126,Increase Vaccination Drive
100.0,287.48,42.91,84.13,1,D0417,Increase Vaccination Drive
120.0,260.91,71.14,61.05,1,D0585,Increase Vaccination Drive
82.0,369.97,78.46,68.08,1,D0653,Increase Vaccination Drive
259.0,380.56,56.91,95.6,1,D0442,Increase Vaccination Drive
196.0,477.91,40.91,51.11,1,D0626,Increase Vaccination Drive
102.0,22.74,75.24,70.31,1,D0397,Increase Vaccination Drive
286.0,493.09,70.91,50.0,1,D0448,Increase Vaccination Drive
163.0,378.66,71.35,79.67,1,D0108,Increase Vaccination Drive
157.0,127.33,30.23,50.16,1,D0238,Increase Vaccination Drive
139.0,160.79,55.48,57.35,1,D0657,Increase Vaccination Drive
247.0,154.63,46.66,85.06,1,D0534,Increase Vaccination Drive
173.0,2.01,66.5,68.31,1,D0592,Increase Vaccination Drive
254.0,384.58,59.87,97.71,1,D0353,Increase Vaccination Drive
159.0,304.43,38.04,82.06,1,D0682,Increase Vaccination Drive
2.0,427.46,86.19,65.55,1,D0476,Increase Vaccination Drive
240.0,496.89,31.51,62.62,1,D0402,Increase Vaccination Drive
126.0,57.57,76.32,85.29,1,D0164,Increase Vaccination Drive
219.0,390.86,64.53,97.11,1,D0479,Increase Vaccination Drive
117.0,160.36,32.93,89.38,1,D0280,Increase Vaccination Drive
102.0,90.29,33.28,60.33,1,D0040,Increase Vaccination Drive
123.0,454.22,95.84,92.24,1,D0141,Increase Vaccination Drive
79.0,100.85,76.77,84.13,1,D0417,Increase Vaccination Drive
226.0,491.62,88.86,76.95,1,D0464,Increase Vaccination Drive
190.0,236.04,49.82,53.82,1,D0569,Increase Vaccination Drive
18.0,196.78,97.67,55.37,1,D0177,Increase Vaccination Drive
249.0,411.05,52.11,96.27,1,D0081,Increase Vaccination Drive
142.0,192.26,30.42,63.94,1,D0088,Increase Vaccination Drive
246.0,244.32,64.8,92.96,1,D0047,Increase Vaccination Drive
268.0,202.01,33.25,87.72,1,D0482,Increase Vaccination Drive
264.0,482.41,59.16,90.47,1,D0616,Increase Vaccination Drive
44.0,438.58,84.98,78.73,1,D0414,Increase Vaccination Drive
291.0,209.07,80.65,66.33,1,D0152,Increase Vaccination Drive
104.0,25.84,63.97,92.97,1,D0322,Increase Vaccination Drive
230.0,458.82,87.54,55.2,1,D0187,Increase Vaccination Drive
229.0,408.67,35.86,57.11,1,D0686,Increase Vaccination Drive
29.0,354.18,85.61,73.82,1,D0600,Increase Vaccination Drive
18.0,167.11,77.04,87.59,1,D0300,Increase Vaccination Drive
298.0,244.52,47.91,69.42,1,D0190,Increase Vaccination Drive
294.0,247.01,38.35,63.33,1,D0302,Increase Vaccination Drive
239.0,358.49,81.97,57.29,1,D0579,Increase Vaccination Drive
8.0,110.09,79.13,60.38,1,D0044,Increase Vaccination Drive
116.0,81.96,50.7,97.55,1,D0306,Increase Vaccination Drive
206.0,339.36,82.04,67.07,1,D0446,Increase Vaccination Drive
107.0,463.59,57.87,80.8,1,D0063,Increase Vaccination Drive
198.0,425.26,30.49,82.0,1,D0638,Increase Vaccination Drive
44.0,159.38,52.85,63.16,1,D0041,Increase Vaccination Drive
187.0,475.75,52.82,77.72,1,D0584,Increase Vaccination Drive
160.0,336.38,70.59,72.29,1,D0140,Increase Vaccination Drive
268.0,373.37,79.0,53.52,1,D0320,Increase Vaccination Drive
170.0,52.47,34.04,82.26,1,D0505,Increase Vaccination Drive
91.0,270.84,48.22,78.38,1,D0400,Increase Vaccination Drive
59.0,488.73,61.13,52.12,1,D0207,Increase Vaccination Drive
214.0,160.38,57.63,54.43,1,D0461,Increase Vaccination Drive
43.0,188.19,86.14,60.21,1,D0371,Increase Vaccination Drive
106.0,307.92,45.07,96.17,1,D0499,Increase Vaccination Drive
263.0,470.5,54.33,76.08,1,D0191,Increase Vaccination Drive
209.0,488.01,66.2,73.81,1,D0360,Increase Vaccination Drive
167.0,427.42,86.03,68.35,1,D0605,Increase Vaccination Drive
139.0,311.3,50.92,54.43,1,D0461,Increase Vaccination Drive
250.0,138.58,53.18,87.47,1,D0547,Increase Vaccination Drive
209.0,85.47,92.23,92.41,1,D0370,Increase Vaccination Drive
132.0,244.64,43.82,61.16,1,D0524,Increase Vaccination Drive
52.0,131.2,48.12,58.79,1,D0197,Increase Vaccination Drive
245.0,447.71,40.03,64.33,1,D0379,Increase Vaccination Drive
109.0,83.49,50.37,73.82,1,D0600,Increase Vaccination Drive
296.0,143.94,70.68,65.55,1,D0681,Increase Vaccination Drive
169.0,319.67,98.14,59.79,1,D0618,Increase Vaccination Drive
138.0,345.2,82.75,65.12,1,D0024,Increase Vaccination Drive
287.0,365.12,84.49,63.81,1,D0162,Increase Vaccination Drive
112.0,429.59,62.7,79.64,1,D0437,Increase Vaccination Drive
55.0,391.0,74.61,54.32,1,D0690,Increase Vaccination Drive
225.0,34.47,84.0,66.56,1,D0594,Increase Vaccination Drive
295.0,249.98,81.85,63.81,1,D0162,Increase Vaccination Drive
70.0,100.24,92.62,85.7,1,D0097,Increase Vaccination Drive
226.0,378.83,37.45,78.55,1,D0456,Increase Vaccination Drive
230.0,322.12,93.75,95.35,1,D0514,Increase Vaccination Drive
69.0,71.44,98.6,97.41,1,D0100,Increase Vaccination Drive
129.0,260.63,34.19,78.65,1,D0393,Increase Vaccination Drive
197.0,213.85,37.66,65.68,1,D0502,Increase Vaccination Drive
191.0,267.33,89.01,57.29,1,D0579,Increase Vaccination Drive
211.0,430.68,51.79,54.73,1,D0521,Increase Vaccination Drive
139.0,448.64,96.36,57.0,1,D0492,Increase Vaccination Drive
59.0,65.36,57.32,55.37,1,D0177,Increase Vaccination Drive
157.0,419.31,54.65,76.76,1,D0308,Increase Vaccination Drive
267.0,378.18,88.36,75.27,1,D0256,Increase Vaccination Drive
167.0,480.79,57.22,81.02,1,D0552,Increase Vaccination Drive
150.0,447.93,68.23,82.0,1,D0638,Increase Vaccination Drive
72.0,203.18,72.63,60.79,1,D0255,Increase Vaccination Drive
17.0,454.52,37.89,72.13,1,D0053,Increase Vaccination Drive
109.0,417.0,73.62,57.93,1,D0436,Increase Vaccination Drive
8.0,449.95,69.11,76.68,1,D0330,Increase Vaccination Drive
259.0,39.82,44.57,95.42,1,D0346,Increase Vaccination Drive
299.0,28.42,59.04,78.26,1,D0729,Increase Vaccination Drive
237.0,305.39,64.89,91.55,1,D0089,Increase Vaccination Drive
235.0,79.12,48.7,55.96,1,D0489,Increase Vaccination Drive
76.0,215.26,34.77,53.69,1,D0093,Increase Vaccination Drive
35.0,266.51,85.39,96.27,1,D0081,Increase Vaccination Drive
199.0,204.84,61.88,78.69,1,D0122,Increase Vaccination Drive
263.0,255.11,57.05,65.92,1,D0369,Increase Vaccination Drive
4.0,459.7,33.61,58.66,1,D0064,Increase Vaccination Drive
235.0,395.37,68.38,60.75,1,D0573,Increase Vaccination Drive
218.0,188.07,86.99,57.0,1,D0492,Increase Vaccination Drive
73.0,328.07,82.03,65.55,1,D0476,Increase Vaccination Drive
165.0,227.83,31.87,63.33,1,D0302,Increase Vaccination Drive
186.0,33.08,42.01,52.1,1,D0142,Increase Vaccination Drive
293.0,285.3,89.18,57.65,1,D0056,Increase Vaccination Drive
38.0,359.58,97.59,82.45,1,D0715,Increase Vaccination Drive
54.0,189.73,70.5,54.93,1,D0316,Increase Vaccination Drive
168.0,488.59,47.19,75.62,1,D0501,Increase Vaccination Drive
180.0,32.1,31.42,53.46,1,D0486,Increase Vaccination Drive
269.0,118.96,94.57,59.6,1,D0595,Increase Vaccination Drive
10.0,230.34,38.4,68.93,1,D0367,Increase Vaccination Drive
206.0,70.28,33.01,53.69,1,D0093,Increase Vaccination Drive
237.0,22.38,98.99,52.13,1,D0357,Increase Vaccination Drive
68.0,376.97,91.65,50.74,1,D0363,Increase Vaccination Drive
226.0,309.46,91.39,57.55,1,D0603,Increase Vaccination Drive
194.0,268.96,60.73,53.46,1,D0486,Increase Vaccination Drive
230.0,486.8,34.49,86.35,1,D0643,Increase Vaccination Drive
32.0,464.51,50.61,57.85,1,D0366,Increase Vaccination Drive
132.0,344.67,43.96,63.32,1,D0550,Increase Vaccination Drive
84.0,99.1,54.61,61.18,1,D0235,Increase Vaccination Drive
