district,week,year,disease,cases_reported,district_code,district_name
District_047,22,2025,Typhoid,294,D0047,District_047
District_047,23,2025,Typhoid,47,D0047,District_047
District_047,24,2025,Malaria,99,D0047,District_047
District_047,25,2025,Dengue,56,D0047,District_047
District_047,26,2025,Hepatitis,253,D0047,District_047
District_048,1,2025,Malaria,248,D0048,District_048
District_048,2,2025,Malaria,16,D0048,District_048
District_048,3,2025,Dengue,143,D0048,District_048
District_048,4,2025,Malaria,93,D0048,District_048
District_048,5,2025,Swine Flu,248,D0048,District_048
District_048,6,2025,Dengue,74,D0048,District_048
District_048,7,2025,Chikungunya,16,D0048,District_048
District_048,8,2025,Typhoid,100,D0048,District_048
District_048,9,2025,Hepatitis,246,D0048,District_048
District_048,10,2025,Typhoid,5,D0048,District_048
District_048,11,2025,Swine Flu,124,D0048,District_048
District_048,12,2025,Malaria,166,D0048,District_048
District_048,13,2025,Dengue,165,D0048,District_048
District_048,14,2025,Chikungunya,182,D0048,District_048
District_048,15,2025,Swine Flu,226,D0048,District_048
District_048,16,2025,Dengue,245,D0048,District_048
District_048,17,2025,Hepatitis,269,D0048,District_048
District_048,18,2025,Dengue,295,D0048,District_048
District_048,19,2025,Malaria,116,D0048,District_048
District_048,20,2025,Typhoid,196,D0048,District_048
District_048,21,2025,Chikungunya,73,D0048,District_048
District_048,22,2025,Chikungunya,138,D0048,District_048
District_048,23,2025,Malaria,256,D0048,District_048
District_048,24,2025,Dengue,20,D0048,District_048
District_048,25,2025,Swine Flu,44,D0048,District_048
District_048,26,2025,Dengue,240,D0048,District_048
District_049,1,2025,Dengue,218,D0049,District_049
District_049,2,2025,Swine Flu,182,D0049,District_049
District_049,3,2025,Hepatitis,70,D0049,District_049
District_049,4,2025,Chikungunya,216,D0049,District_049
District_049,5,2025,Swine Flu,164,D0049,District_049
District_049,6,2025,Typhoid,96,D0049,District_049
District_049,7,2025,Swine Flu,257,D0049,District_049
District_049,8,2025,Chikungunya,56,D0049,District_049
District_049,9,2025,Hepatitis,142,D0049,District_049
District_049,10,2025,Dengue,46,D0049,District_049
District_049,11,2025,Hepatitis,10,D0049,District_049
District_049,12,2025,Chikungunya,160,D0049,District_049
District_049,13,2025,Dengue,275,D0049,District_049
District_049,14,2025,Typhoid,12,D0049,District_049
District_049,15,2025,Malaria,134,D0049,District_049
District_049,16,2025,Swine Flu,238,D0049,District_049
District_049,17,2025,Hepatitis,6,D0049,District_049
District_049,18,2025,Dengue,142,D0049,District_049
District_049,19,2025,Malaria,185,D0049,District_049
District_049,20,2025,Chikungunya,61,D0049,District_049
District_049,21,2025,Malaria,246,D0049,District_049
District_049,22,2025,Typhoid,166,D0049,District_049
District_049,23,2025,Typhoid,279,D0049,District_049
District_049,24,2025,Swine Flu,194,D0049,District_049
District_049,25,2025,Hepatitis,213,D0049,District_049
District_049,26,2025,Swine Flu,272,D0049,District_049
District_050,1,2025,Chikungunya,103,D0050,District_050
District_050,2,2025,Malaria,255,D0050,District_050
District_050,3,2025,Hepatitis,174,D0050,District_050
District_050,4,2025,Typhoid,248,D0050,District_050
District_050,5,2025,Typhoid,180,D0050,District_050
District_050,6,2025,Dengue,113,D0050,District_050
District_050,7,2025,Dengue,125,D0050,District_050
District_050,8,2025,Chikungunya,160,D0050,District_050
District_050,9,2025,Chikungunya,158,D0050,District_050
District_050,10,2025,Hepatitis,10,D0050,District_050
District_050,11,2025,Dengue,272,D0050,District_050
District_050,12,2025,Swine Flu,252,D0050,District_050
District_050,13,2025,Malaria,282,D0050,District_050
District_050,14,2025,Hepatitis,115,D0050,District_050
District_050,15,2025,Dengue,29,D0050,District_050
District_050,16,2025,Typhoid,61,D0050,District_050
District_050,17,2025,Dengue,140,D0050,District_050
District_050,18,2025,Swine Flu,213,D0050,District_050
District_050,19,2025,Hepatitis,146,D0050,District_050
District_050,20,2025,Swine Flu,91,D0050,District_050
District_050,21,2025,Malaria,267,D0050,District_050
District_050,22,2025,Typhoid,3,D0050,District_050
District_050,23,2025,Malaria,193,D0050,District_050
District_050,24,2025,Chikungunya,287,D0050,District_050
District_050,25,2025,Dengue,188,D0050,District_050
District_050,26,2025,Hepatitis,287,D0050,District_050
District_051,1,2025,Malaria,38,D0051,District_051
District_051,2,2025,Dengue,190,D0051,District_051
District_051,3,2025,Malaria,51,D0051,District_051
District_051,4,2025,Chikungunya,261,D0051,District_051
District_051,5,2025,Typhoid,252,D0051,District_051
District_051,6,2025,Swine Flu,174,D0051,District_051
District_051,7,2025,Swine Flu,165,D0051,District_051
District_051,8,2025,Typhoid,26,D0051,District_051
District_051,9,2025,Chikungunya,200,D0051,District_051
District_051,10,2025,Hepatitis,58,D0051,District_051
District_051,11,2025,Typhoid,6,D0051,District_051
District_051,12,2025,Typhoid,258,D0051,District_051
District_051,13,2025,Malaria,167,D0051,District_051
District_051,14,2025,Malaria,133,D0051,District_051
District_051,15,2025,Chikungunya,176,D0051,District_051
District_051,16,2025,Dengue,176,D0051,District_051
District_051,17,2025,Malaria,79,D0051,District_051
District_051,18,2025,Dengue,144,D0051,District_051
District_051,19,2025,Dengue,110,D0051,District_051
District_051,20,2025,Malaria,163,D0051,District_051
District_051,21,2025,Typhoid,269,D0051,District_051
District_051,22,2025,Malaria,168,D0051,District_051
District_051,23,2025,Malaria,253,D0051,District_051
District_051,24,2025,Swine Flu,280,D0051,District_051
District_051,25,2025,Chikungunya,84,D0051,District_051
District_051,26,2025,Malaria,172,D0051,District_051
District_052,1,2025,Hepatitis,254,D0052,District_052
District_052,2,2025,Dengue,112,D0052,District_052
District_052,3,2025,Malaria,257,D0052,District_052
District_052,4,2025,Dengue,264,D0052,District_052
District_052,5,2025,Chikungunya,94,D0052,District_052
District_052,6,2025,Malaria,104,D0052,District_052
District_052,7,2025,Chikungunya,277,D0052,District_052
District_052,8,2025,Dengue,124,D0052,District_052
District_052,9,2025,Typhoid,44,D0052,District_052
District_052,10,2025,Hepatitis,40,D0052,District_052
District_052,11,2025,Swine Flu,2,D0052,District_052
District_052,12,2025,Chikungunya,4,D0052,District_052
District_052,13,2025,Dengue,205,D0052,District_052
District_052,14,2025,Typhoid,53,D0052,District_052
District_052,15,2025,Typhoid,70,D0052,District_052
District_052,16,2025,Malaria,59,D0052,District_052
District_052,17,2025,Malaria,247,D0052,District_052
District_052,18,2025,Typhoid,232,D0052,District_052
District_052,19,2025,Swine Flu,140,D0052,District_052
District_052,20,2025,Typhoid,160,D0052,District_052
District_052,21,2025,Hepatitis,78,D0052,District_052
District_052,22,2025,Typhoid,197,D0052,District_052
District_052,23,2025,Hepatitis,77,D0052,District_052
District_052,24,2025,Swine Flu,238,D0052,District_052
District_052,25,2025,Typhoid,211,D0052,District_052
District_052,26,2025,Malaria,137,D0052,District_052
District_053,1,2025,Malaria,68,D0053,District_053
District_053,2,2025,Swine Flu,207,D0053,District_053
District_053,3,2025,Chikungunya,129,D0053,District_053
District_053,4,2025,Typhoid,5,D0053,District_053
District_053,5,2025,Swine Flu,287,D0053,District_053
District_053,6,2025,Chikungunya,102,D0053,District_053
District_053,7,2025,Hepatitis,116,D0053,District_053
District_053,8,2025,Dengue,267,D0053,District_053
District_053,9,2025,Hepatitis,202,D0053,District_053
District_053,10,2025,Swine Flu,64,D0053,District_053
District_053,11,2025,Chikungunya,217,D0053,District_053
District_053,12,2025,Hepatitis,127,D0053,District_053
District_053,13,2025,Chikungunya,91,D0053,District_053
District_053,14,2025,Malaria,298,D0053,District_053
District_053,15,2025,Chikungunya,72,D0053,District_053
District_053,16,2025,Typhoid,17,D0053,District_053
District_053,17,2025,Hepatitis,134,D0053,District_053
District_053,18,2025,Malaria,18,D0053,District_053
District_053,19,2025,Swine Flu,256,D0053,District_053
District_053,20,2025,Malaria,35,D0053,District_053
District_053,21,2025,Swine Flu,244,D0053,District_053
District_053,22,2025,Chikungunya,46,D0053,District_053
District_053,23,2025,Dengue,100,D0053,District_053
District_053,24,2025,Dengue,95,D0053,District_053
District_053,25,2025,Chikungunya,129,D0053,District_053
District_053,26,2025,Chikungunya,67,D0053,District_053
District_054,1,2025,Typhoid,92,D0054,District_054
District_054,2,2025,Typhoid,120,D0054,District_054
District_054,3,2025,Malaria,34,D0054,District_054
District_054,4,2025,Typhoid,286,D0054,District_054
District_054,5,2025,Chikungunya,58,D0054,District_054
District_054,6,2025,Chikungunya,59,D0054,District_054
District_054,7,2025,Hepatitis,59,D0054,District_054
District_054,8,2025,Typhoid,254,D0054,District_054
District_054,9,2025,Typhoid,181,D0054,District_054
District_054,10,2025,Hepatitis,245,D0054,District_054
District_054,11,2025,Hepatitis,259,D0054,District_054
District_054,12,2025,Chikungunya,228,D0054,District_054
District_054,13,2025,Swine Flu,187,D0054,District_054
District_054,14,2025,Typhoid,116,D0054,District_054
District_054,15,2025,Malaria,156,D0054,District_054
District_054,16,2025,Malaria,106,D0054,District_054
District_054,17,2025,Swine Flu,74,D0054,District_054
District_054,18,2025,Malaria,293,D0054,District_054
District_054,19,2025,Dengue,224,D0054,District_054
District_054,20,2025,Chikungunya,272,D0054,District_054
District_054,21,2025,Typhoid,209,D0054,District_054
District_054,22,2025,Dengue,168,D0054,District_054
District_054,23,2025,Typhoid,205,D0054,District_054
District_054,24,2025,Chikungunya,63,D0054,District_054
District_054,25,2025,Hepatitis,232,D0054,District_054
District_054,26,2025,Typhoid,185,D0054,District_054
District_055,1,2025,Chikungunya,235,D0055,District_055
District_055,2,2025,Malaria,98,D0055,District_055
District_055,3,2025,Typhoid,134,D0055,District_055
District_055,4,2025,Malaria,60,D0055,District_055
District_055,5,2025,Swine Flu,294,D0055,District_055
District_055,6,2025,Swine Flu,221,D0055,District_055
District_055,7,2025,Typhoid,192,D0055,District_055
District_055,8,2025,Malaria,255,D0055,District_055
District_055,9,2025,Chikungunya,35,D0055,District_055
District_055,10,2025,Hepatitis,232,D0055,District_055
District_055,11,2025,Malaria,89,D0055,District_055
District_055,12,2025,Malaria,264,D0055,District_055
District_055,13,2025,Swine Flu,102,D0055,District_055
District_055,14,2025,Dengue,273,D0055,District_055
District_055,15,2025,Hepatitis,182,D0055,District_055
District_055,16,2025,Dengue,60,D0055,District_055
District_055,17,2025,Typhoid,144,D0055,District_055
District_055,18,2025,Swine Flu,139,D0055,District_055
District_055,19,2025,Hepatitis,234,D0055,District_055
District_055,20,2025,Chikungunya,161,D0055,District_055
District_055,21,2025,Typhoid,269,D0055,District_055
District_055,22,2025,Typhoid,238,D0055,District_055
District_055,23,2025,Dengue,90,D0055,District_055
District_055,24,2025,Swine Flu,152,D0055,District_055
District_055,25,2025,Swine Flu,98,D0055,District_055
District_055,26,2025,Chikungunya,58,D0055,District_055
District_056,1,2025,Swine Flu,211,D0056,District_056
District_056,2,2025,Chikungunya,83,D0056,District_056
District_056,3,2025,Hepatitis,224,D0056,District_056
District_056,4,2025,Malaria,177,D0056,District_056
District_056,5,2025,Swine Flu,6,D0056,District_056
District_056,6,2025,Hepatitis,182,D0056,District_056
District_056,7,2025,Dengue,108,D0056,District_056
District_056,8,2025,Hepatitis,203,D0056,District_056
District_056,9,2025,Chikungunya,205,D0056,District_056
District_056,10,2025,Swine Flu,46,D0056,District_056
District_056,11,2025,Dengue,149,D0056,District_056
District_056,12,2025,Swine Flu,254,D0056,District_056
District_056,13,2025,Swine Flu,84,D0056,District_056
District_056,14,2025,Hepatitis,166,D0056,District_056
District_056,15,2025,Swine Flu,257,D0056,District_056
District_056,16,2025,Malaria,36,D0056,District_056
District_056,17,2025,Dengue,4,D0056,District_056
District_056,18,2025,Typhoid,107,D0056,District_056
District_056,19,2025,Chikungunya,37,D0056,District_056
District_056,20,2025,Chikungunya,109,D0056,District_056
District_056,21,2025,Typhoid,88,D0056,District_056
District_056,22,2025,Dengue,43,D0056,District_056
District_056,23,2025,Typhoid,45,D0056,District_056
District_056,24,2025,Chikungunya,293,D0056,District_056
District_056,25,2025,Swine Flu,46,D0056,District_056
District_056,26,2025,Swine Flu,99,D0056,District_056
District_057,1,2025,Typhoid,239,D0057,District_057
District_057,2,2025,Typhoid,207,D0057,District_057
District_057,3,2025,Malaria,169,D0057,District_057
District_057,4,2025,Dengue,261,D0057,District_057
District_057,5,2025,Chikungunya,134,D0057,District_057
District_057,6,2025,Hepatitis,193,D0057,District_057
District_057,7,2025,Malaria,212,D0057,District_057
District_057,8,2025,Dengue,199,D0057,District_057
District_057,9,2025,Dengue,204,D0057,District_057
District_057,10,2025,Malaria,277,D0057,District_057
District_057,11,2025,Swine Flu,289,D0057,District_057
District_057,12,2025,Dengue,138,D0057,District_057
District_057,13,2025,Dengue,38,D0057,District_057
District_057,14,2025,Swine Flu,155,D0057,District_057
District_057,15,2025,Typhoid,51,D0057,District_057
District_057,16,2025,Chikungunya,86,D0057,District_057
District_057,17,2025,Hepatitis,262,D0057,District_057
District_057,18,2025,Hepatitis,143,D0057,District_057
District_057,19,2025,Typhoid,53,D0057,District_057
District_057,20,2025,Typhoid,36,D0057,District_057
District_057,21,2025,Typhoid,37,D0057,District_057
District_057,22,2025,Hepatitis,26,D0057,District_057
District_057,23,2025,Hepatitis,131,D0057,District_057
District_057,24,2025,Hepatitis,184,D0057,District_057
District_057,25,2025,Dengue,48,D0057,District_057
District_057,26,2025,Chikungunya,68,D0057,District_057
District_058,1,2025,Swine Flu,33,D0058,District_058
District_058,2,2025,Typhoid,20,D0058,District_058
District_058,3,2025,Hepatitis,250,D0058,District_058
District_058,4,2025,Typhoid,42,D0058,District_058
District_058,5,2025,Swine Flu,293,D0058,District_058
District_058,6,2025,Hepatitis,195,D0058,District_058
District_058,7,2025,Typhoid,7,D0058,District_058
District_058,8,2025,Hepatitis,199,D0058,District_058
District_058,9,2025,Hepatitis,96,D0058,District_058
District_058,10,2025,Typhoid,180,D0058,District_058
District_058,11,2025,Hepatitis,34,D0058,District_058
District_058,12,2025,Hepatitis,266,D0058,District_058
District_058,13,2025,Chikungunya,198,D0058,District_058
District_058,14,2025,Swine Flu,198,D0058,District_058
District_058,15,2025,Typhoid,130,D0058,District_058
District_058,16,2025,Dengue,188,D0058,District_058
District_058,17,2025,Dengue,270,D0058,District_058
District_058,18,2025,Swine Flu,32,D0058,District_058
District_058,19,2025,Swine Flu,41,D0058,District_058
District_058,20,2025,Typhoid,150,D0058,District_058
District_058,21,2025,Chikungunya,177,D0058,District_058
District_058,22,2025,Dengue,42,D0058,District_058
District_058,23,2025,Typhoid,270,D0058,District_058
District_058,24,2025,Swine Flu,206,D0058,District_058
District_058,25,2025,Chikungunya,234,D0058,District_058
District_058,26,2025,Malaria,264,D0058,District_058
District_059,1,2025,Hepatitis,115,D0059,District_059
District_059,2,2025,Hepatitis,153,D0059,District_059
District_059,3,2025,Malaria,175,D0059,District_059
District_059,4,2025,Swine Flu,82,D0059,District_059
District_059,5,2025,Swine Flu,9,D0059,District_059
District_059,6,2025,Chikungunya,81,D0059,District_059
District_059,7,2025,Dengue,169,D0059,District_059
District_059,8,2025,Typhoid,235,D0059,District_059
District_059,9,2025,Malaria,26,D0059,District_059
District_059,10,2025,Typhoid,91,D0059,District_059
District_059,11,2025,Malaria,92,D0059,District_059
District_059,12,2025,Hepatitis,10,D0059,District_059
District_059,13,2025,Swine Flu,124,D0059,District_059
District_059,14,2025,Dengue,119,D0059,District_059
District_059,15,2025,Dengue,214,D0059,District_059
District_059,16,2025,Swine Flu,267,D0059,District_059
District_059,17,2025,Hepatitis,297,D0059,District_059
District_059,18,2025,Hepatitis,30,D0059,District_059
District_059,19,2025,Malaria,166,D0059,District_059
District_059,20,2025,Malaria,264,D0059,District_059
District_059,21,2025,Chikungunya,290,D0059,District_059
District_059,22,2025,Typhoid,226,D0059,District_059
District_059,23,2025,Swine Flu,44,D0059,District_059
District_059,24,2025,Swine Flu,147,D0059,District_059
District_059,25,2025,Typhoid,254,D0059,District_059
District_059,26,2025,Chikungunya,12,D0059,District_059
District_060,1,2025,Swine Flu,280,D0060,District_060
District_060,2,2025,Dengue,130,D0060,District_060
District_060,3,2025,Swine Flu,215,D0060,District_060
District_060,4,2025,Chikungunya,12,D0060,District_060
District_060,5,2025,Dengue,284,D0060,District_060
District_060,6,2025,Swine Flu,280,D0060,District_060
District_060,7,2025,Chikungunya,246,D0060,District_060
District_060,8,2025,Chikungunya,64,D0060,District_060
District_060,9,2025,Dengue,253,D0060,District_060
District_060,10,2025,Dengue,255,D0060,District_060
District_060,11,2025,Swine Flu,165,D0060,District_060
District_060,12,2025,Chikungunya,14,D0060,District_060
District_060,13,2025,Chikungunya,203,D0060,District_060
District_060,14,2025,Hepatitis,293,D0060,District_060
District_060,15,2025,Typhoid,166,D0060,District_060
District_060,16,2025,Hepatitis,28,D0060,District_060
District_060,17,2025,Chikungunya,62,D0060,District_060
District_060,18,2025,Typhoid,171,D0060,District_060
District_060,19,2025,Chikungunya,203,D0060,District_060
District_060,20,2025,Chikungunya,30,D0060,District_060
District_060,21,2025,Chikungunya,192,D0060,District_060
District_060,22,2025,Chikungunya,183,D0060,District_060
District_060,23,2025,Malaria,256,D0060,District_060
District_060,24,2025,Swine Flu,31,D0060,District_060
District_060,25,2025,Dengue,288,D0060,District_060
District_060,26,2025,Hepatitis,201,D0060,District_060
District_061,1,2025,Dengue,209,D0061,District_061
District_061,2,2025,Swine Flu,263,D0061,District_061
District_061,3,2025,Hepatitis,32,D0061,District_061
District_061,4,2025,Chikungunya,283,D0061,District_061
District_061,5,2025,Dengue,144,D0061,District_061
District_061,6,2025,Dengue,258,D0061,District_061
District_061,7,2025,Malaria,142,D0061,District_061
District_061,8,2025,Dengue,18,D0061,District_061
District_061,9,2025,Hepatitis,289,D0061,District_061
District_061,10,2025,Swine Flu,212,D0061,District_061
District_061,11,2025,Malaria,65,D0061,District_061
District_061,12,2025,Dengue,234,D0061,District_061
District_061,13,2025,Chikungunya,159,D0061,District_061
District_061,14,2025,Chikungunya,144,D0061,District_061
District_061,15,2025,Typhoid,160,D0061,District_061
District_061,16,2025,Swine Flu,179,D0061,District_061
District_061,17,2025,Dengue,14,D0061,District_061
District_061,18,2025,Chikungunya,17,D0061,District_061
District_061,19,2025,Chikungunya,212,D0061,District_061
District_061,20,2025,Dengue,268,D0061,District_061
District_061,21,2025,Dengue,68,D0061,District_061
District_061,22,2025,Chikungunya,184,D0061,District_061
District_061,23,2025,Malaria,161,D0061,District_061
District_061,24,2025,Typhoid,92,D0061,District_061
District_061,25,2025,Chikungunya,8,D0061,District_061
District_061,26,2025,Typhoid,164,D0061,District_061
District_062,1,2025,Typhoid,20,D0062,District_062
District_062,2,2025,Typhoid,119,D0062,District_062
District_062,3,2025,Hepatitis,120,D0062,District_062
District_062,4,2025,Typhoid,91,D0062,District_062
District_062,5,2025,Malaria,235,D0062,District_062
District_062,6,2025,Dengue,51,D0062,District_062
District_062,7,2025,Hepatitis,151,D0062,District_062
District_062,8,2025,Dengue,200,D0062,District_062
District_062,9,2025,Dengue,53,D0062,District_062
District_062,10,2025,Dengue,40,D0062,District_062
District_062,11,2025,Typhoid,25,D0062,District_062
District_062,12,2025,Swine Flu,20,D0062,District_062
District_062,13,2025,Chikungunya,66,D0062,District_062
District_062,14,2025,Dengue,229,D0062,District_062
District_062,15,2025,Malaria,103,D0062,District_062
District_062,16,2025,Malaria,259,D0062,District_062
District_062,17,2025,Typhoid,247,D0062,District_062
District_062,18,2025,Typhoid,108,D0062,District_062
District_062,19,2025,Dengue,238,D0062,District_062
District_062,20,2025,Swine Flu,229,D0062,District_062
District_062,21,2025,Dengue,267,D0062,District_062
District_062,22,2025,Hepatitis,25,D0062,District_062
District_062,23,2025,Malaria,270,D0062,District_062
District_062,24,2025,Dengue,82,D0062,District_062
District_062,25,2025,Swine Flu,66,D0062,District_062
District_062,26,2025,Chikungunya,37,D0062,District_062
District_063,1,2025,Dengue,115,D0063,District_063
District_063,2,2025,Malaria,84,D0063,District_063
District_063,3,2025,Chikungunya,148,D0063,District_063
District_063,4,2025,Chikungunya,205,D0063,District_063
District_063,5,2025,Typhoid,199,D0063,District_063
District_063,6,2025,Typhoid,51,D0063,District_063
District_063,7,2025,Hepatitis,97,D0063,District_063
District_063,8,2025,Malaria,265,D0063,District_063
District_063,9,2025,Hepatitis,288,D0063,District_063
District_063,10,2025,Hepatitis,84,D0063,District_063
District_063,11,2025,Dengue,45,D0063,District_063
District_063,12,2025,Typhoid,162,D0063,District_063
District_063,13,2025,Swine Flu,220,D0063,District_063
District_063,14,2025,Swine Flu,258,D0063,District_063
District_063,15,2025,Typhoid,285,D0063,District_063
District_063,16,2025,Typhoid,46,D0063,District_063
District_063,17,2025,Dengue,24,D0063,District_063
District_063,18,2025,Malaria,255,D0063,District_063
District_063,19,2025,Malaria,194,D0063,District_063
District_063,20,2025,Chikungunya,282,D0063,District_063
District_063,21,2025,Dengue,101,D0063,District_063
District_063,22,2025,Chikungunya,269,D0063,District_063
District_063,23,2025,Malaria,107,D0063,District_063
District_063,24,2025,Chikungunya,137,D0063,District_063
District_063,25,2025,Typhoid,212,D0063,District_063
District_063,26,2025,Hepatitis,299,D0063,District_063
District_064,1,2025,Malaria,14,D0064,District_064
District_064,2,2025,Chikungunya,45,D0064,District_064
District_064,3,2025,Typhoid,157,D0064,District_064
District_064,4,2025,Chikungunya,269,D0064,District_064
District_064,5,2025,Malaria,17,D0064,District_064
District_064,6,2025,Swine Flu,111,D0064,District_064
District_064,7,2025,Typhoid,259,D0064,District_064
District_064,8,2025,Swine Flu,261,D0064,District_064
District_064,9,2025,Typhoid,144,D0064,District_064
District_064,10,2025,Typhoid,295,D0064,District_064
District_064,11,2025,Dengue,249,D0064,District_064
District_064,12,2025,Swine Flu,140,D0064,District_064
District_064,13,2025,Swine Flu,101,D0064,District_064
District_064,14,2025,Chikungunya,125,D0064,District_064
District_064,15,2025,Hepatitis,131,D0064,District_064
District_064,16,2025,Malaria,152,D0064,District_064
District_064,17,2025,Hepatitis,164,D0064,District_064
District_064,18,2025,Chikungunya,288,D0064,District_064
District_064,19,2025,Chikungunya,50,D0064,District_064
District_064,20,2025,Malaria,93,D0064,District_064
District_064,21,2025,Swine Flu,261,D0064,District_064
District_064,22,2025,Dengue,33,D0064,District_064
District_064,23,2025,Chikungunya,264,D0064,District_064
District_064,24,2025,Malaria,191,D0064,District_064
District_064,25,2025,Typhoid,4,D0064,District_064
District_064,26,2025,Hepatitis,149,D0064,District_064
District_065,1,2025,Typhoid,131,D0065,District_065
District_065,2,2025,Hepatitis,61,D0065,District_065
District_065,3,2025,Typhoid,176,D0065,District_065
District_065,4,2025,Swine Flu,254,D0065,District_065
District_065,5,2025,Hepatitis,249,D0065,District_065
District_065,6,2025,Dengue,174,D0065,District_065
District_065,7,2025,Typhoid,65,D0065,District_065
District_065,8,2025,Hepatitis,188,D0065,District_065
District_065,9,2025,Hepatitis,244,D0065,District_065
District_065,10,2025,Chikungunya,276,D0065,District_065
District_065,11,2025,Malaria,76,D0065,District_065
District_065,12,2025,Hepatitis,239,D0065,District_065
District_065,13,2025,Swine Flu,57,D0065,District_065
District_065,14,2025,Hepatitis,212,D0065,District_065
District_065,15,2025,Hepatitis,130,D0065,District_065
District_065,16,2025,Chikungunya,234,D0065,District_065
District_065,17,2025,Chikungunya,23,D0065,District_065
District_065,18,2025,Malaria,285,D0065,District_065
District_065,19,2025,Malaria,4,D0065,District_065
District_065,20,2025,Chikungunya,33,D0065,District_065
District_065,21,2025,Typhoid,238,D0065,District_065
District_065,22,2025,Malaria,182,D0065,District_065
District_065,23,2025,Hepatitis,21,D0065,District_065
District_065,24,2025,Swine Flu,112,D0065,District_065
District_065,25,2025,Dengue,29,D0065,District_065
District_065,26,2025,Typhoid,8,D0065,District_065
District_066,1,2025,Malaria,47,D0066,District_066
District_066,2,2025,Dengue,146,D0066,District_066
District_066,3,2025,Malaria,252,D0066,District_066
District_066,4,2025,Dengue,66,D0066,District_066
District_066,5,2025,Hepatitis,29,D0066,District_066
District_066,6,2025,Hepatitis,99,D0066,District_066
District_066,7,2025,Typhoid,26,D0066,District_066
District_066,8,2025,Hepatitis,83,D0066,District_066
District_066,9,2025,Chikungunya,123,D0066,District_066
District_066,10,2025,Typhoid,43,D0066,District_066
District_066,11,2025,Hepatitis,238,D0066,District_066
District_066,12,2025,Typhoid,255,D0066,District_066
District_066,13,2025,Hepatitis,260,D0066,District_066
District_066,14,2025,Malaria,209,D0066,District_066
District_066,15,2025,Swine Flu,114,D0066,District_066
District_066,16,2025,Chikungunya,101,D0066,District_066
District_066,17,2025,Dengue,127,D0066,District_066
District_066,18,2025,Typhoid,254,D0066,District_066
District_066,19,2025,Hepatitis,104,D0066,District_066
District_066,20,2025,Malaria,99,D0066,District_066
District_066,21,2025,Swine Flu,147,D0066,District_066
District_066,22,2025,Dengue,229,D0066,District_066
District_066,23,2025,Dengue,207,D0066,District_066
District_066,24,2025,Typhoid,261,D0066,District_066
District_066,25,2025,Hepatitis,292,D0066,District_066
District_066,26,2025,Malaria,52,D0066,District_066
District_067,1,2025,Hepatitis,224,D0067,District_067
District_067,2,2025,Hepatitis,6,D0067,District_067
District_067,3,2025,Hepatitis,92,D0067,District_067
District_067,4,2025,Dengue,64,D0067,District_067
District_067,5,2025,Hepatitis,273,D0067,District_067
District_067,6,2025,Chikungunya,133,D0067,District_067
District_067,7,2025,Chikungunya,256,D0067,District_067
District_067,8,2025,Hepatitis,176,D0067,District_067
District_067,9,2025,Malaria,20,D0067,District_067
District_067,10,2025,Hepatitis,127,D0067,District_067
District_067,11,2025,Malaria,136,D0067,District_067
District_067,12,2025,Chikungunya,49,D0067,District_067
District_067,13,2025,Typhoid,240,D0067,District_067
District_067,14,2025,Hepatitis,241,D0067,District_067
District_067,15,2025,Hepatitis,151,D0067,District_067
District_067,16,2025,Typhoid,84,D0067,District_067
District_067,17,2025,Dengue,116,D0067,District_067
District_067,18,2025,Hepatitis,286,D0067,District_067
District_067,19,2025,Hepatitis,122,D0067,District_067
District_067,20,2025,Swine Flu,114,D0067,District_067
District_067,21,2025,Hepatitis,106,D0067,District_067
District_067,22,2025,Chikungunya,298,D0067,District_067
District_067,23,2025,Chikungunya,145,D0067,District_067
District_067,24,2025,Typhoid,70,D0067,District_067
District_067,25,2025,Swine Flu,199,D0067,District_067
District_067,26,2025,Swine Flu,188,D0067,District_067
District_068,1,2025,Malaria,282,D0068,District_068
District_068,2,2025,Swine Flu,211,D0068,District_068
District_068,3,2025,Malaria,5,D0068,District_068
District_068,4,2025,Dengue,50,D0068,District_068
District_068,5,2025,Malaria,69,D0068,District_068
District_068,6,2025,Hepatitis,119,D0068,District_068
District_068,7,2025,Malaria,47,D0068,District_068
District_068,8,2025,Hepatitis,188,D0068,District_068
District_068,9,2025,Dengue,240,D0068,District_068
District_068,10,2025,Dengue,151,D0068,District_068
District_068,11,2025,Typhoid,59,D0068,District_068
District_068,12,2025,Swine Flu,203,D0068,District_068
District_068,13,2025,Malaria,160,D0068,District_068
District_068,14,2025,Hepatitis,110,D0068,District_068
District_068,15,2025,Chikungunya,38,D0068,District_068
District_068,16,2025,Swine Flu,281,D0068,District_068
District_068,17,2025,Typhoid,154,D0068,District_068
District_068,18,2025,Typhoid,188,D0068,District_068
District_068,19,2025,Malaria,247,D0068,District_068
District_068,20,2025,Hepatitis,73,D0068,District_068
District_068,21,2025,Hepatitis,108,D0068,District_068
District_068,22,2025,Typhoid,169,D0068,District_068
District_068,23,2025,Swine Flu,179,D0068,District_068
District_068,24,2025,Typhoid,39,D0068,District_068
District_068,25,2025,Swine Flu,43,D0068,District_068
District_068,26,2025,Swine Flu,123,D0068,District_068
District_069,1,2025,Malaria,134,D0069,District_069
District_069,2,2025,Chikungunya,92,D0069,District_069
District_069,3,2025,Typhoid,13,D0069,District_069
District_069,4,2025,Dengue,270,D0069,District_069
