district,week,rainfall_mm,humidity,district_code,district_name
District_146,5,329.33,99.08,D0146,District_146
District_146,6,465.78,78.8,D0146,District_146
District_146,7,410.49,82.57,D0146,District_146
District_146,8,283.3,98.8,D0146,District_146
District_146,9,328.52,30.49,D0146,District_146
District_146,10,449.19,74.38,D0146,District_146
District_146,11,199.76,81.73,D0146,District_146
District_146,12,163.4,94.25,D0146,District_146
District_146,13,5.41,91.87,D0146,District_146
District_146,14,413.28,88.94,D0146,District_146
District_146,15,400.49,96.21,D0146,District_146
District_146,16,52.23,67.62,D0146,District_146
District_146,17,288.43,30.48,D0146,District_146
District_146,18,231.99,30.77,D0146,District_146
District_146,19,59.35,68.12,D0146,District_146
District_146,20,490.28,60.47,D0146,District_146
District_146,21,107.35,61.59,D0146,District_146
District_146,22,33.62,58.03,D0146,District_146
District_146,23,297.42,94.24,D0146,District_146
District_146,24,369.43,55.14,D0146,District_146
District_146,25,16.22,89.94,D0146,District_146
District_146,26,329.36,93.2,D0146,District_146
District_147,1,266.15,64.97,D0147,District_147
District_147,2,51.63,61.29,D0147,District_147
District_147,3,86.26,83.27,D0147,District_147
District_147,4,283.99,79.56,D0147,District_147
District_147,5,148.18,53.0,D0147,District_147
District_147,6,469.16,37.18,D0147,District_147
District_147,7,409.37,48.54,D0147,District_147
District_147,8,491.78,39.17,D0147,District_147
District_147,9,129.84,50.63,D0147,District_147
District_147,10,484.86,48.33,D0147,District_147
District_147,11,215.62,74.64,D0147,District_147
District_147,12,173.76,96.81,D0147,District_147
District_147,13,25.17,78.0,D0147,District_147
District_147,14,26.38,94.87,D0147,District_147
District_147,15,346.01,84.89,D0147,District_147
District_147,16,228.96,80.95,D0147,District_147
District_147,17,113.26,58.98,D0147,District_147
District_147,18,306.99,52.74,D0147,District_147
District_147,19,126.43,89.24,D0147,District_147
District_147,20,288.82,93.38,D0147,District_147
District_147,21,179.6,61.63,D0147,District_147
District_147,22,411.78,30.63,D0147,District_147
District_147,23,410.35,85.48,D0147,District_147
District_147,24,238.68,49.95,D0147,District_147
District_147,25,175.41,30.69,D0147,District_147
District_147,26,181.28,86.35,D0147,District_147
District_148,1,402.86,66.22,D0148,District_148
District_148,2,164.09,77.96,D0148,District_148
District_148,3,104.53,94.03,D0148,District_148
District_148,4,42.34,67.88,D0148,District_148
District_148,5,233.35,65.22,D0148,District_148
District_148,6,241.07,50.35,D0148,District_148
District_148,7,420.45,51.36,D0148,District_148
District_148,8,110.62,85.76,D0148,District_148
District_148,9,190.5,61.43,D0148,District_148
District_148,10,404.2,41.45,D0148,District_148
District_148,11,411.81,36.62,D0148,District_148
District_148,12,192.31,63.1,D0148,District_148
District_148,13,229.56,62.55,D0148,District_148
District_148,14,151.64,75.74,D0148,District_148
District_148,15,466.28,62.97,D0148,District_148
District_148,16,59.32,40.04,D0148,District_148
District_148,17,466.87,65.55,D0148,District_148
District_148,18,341.93,93.48,D0148,District_148
District_148,19,265.79,41.16,D0148,District_148
District_148,20,16.33,78.28,D0148,District_148
District_148,21,237.8,71.57,D0148,District_148
District_148,22,203.87,82.4,D0148,District_148
District_148,23,80.61,40.54,D0148,District_148
District_148,24,328.2,95.91,D0148,District_148
District_148,25,485.58,73.47,D0148,District_148
District_148,26,281.09,89.29,D0148,District_148
District_149,1,357.38,47.26,D0149,District_149
District_149,2,34.23,81.76,D0149,District_149
District_149,3,208.83,84.67,D0149,District_149
District_149,4,58.18,57.82,D0149,District_149
District_149,5,306.4,56.88,D0149,District_149
District_149,6,469.24,76.05,D0149,District_149
District_149,7,330.89,36.54,D0149,District_149
District_149,8,38.4,81.49,D0149,District_149
District_149,9,177.33,33.0,D0149,District_149
District_149,10,275.33,43.34,D0149,District_149
District_149,11,201.6,76.49,D0149,District_149
District_149,12,416.82,36.88,D0149,District_149
District_149,13,407.34,98.03,D0149,District_149
District_149,14,305.92,90.79,D0149,District_149
District_149,15,186.73,73.84,D0149,District_149
District_149,16,127.67,87.33,D0149,District_149
District_149,17,52.94,92.13,D0149,District_149
District_149,18,177.45,48.16,D0149,District_149
District_149,19,206.59,89.46,D0149,District_149
District_149,20,337.91,43.64,D0149,District_149
District_149,21,329.08,58.93,D0149,District_149
District_149,22,35.05,69.08,D0149,District_149
District_149,23,197.63,79.97,D0149,District_149
District_149,24,90.89,32.11,D0149,District_149
District_149,25,78.41,50.34,D0149,District_149
District_149,26,413.65,72.6,D0149,District_149
District_150,1,20.96,55.02,D0150,District_150
District_150,2,209.59,84.25,D0150,District_150
District_150,3,84.1,75.62,D0150,District_150
District_150,4,439.67,46.41,D0150,District_150
District_150,5,278.52,40.22,D0150,District_150
District_150,6,115.69,74.03,D0150,District_150
District_150,7,251.21,61.53,D0150,District_150
District_150,8,365.74,41.83,D0150,District_150
District_150,9,479.06,52.85,D0150,District_150
District_150,10,110.22,51.21,D0150,District_150
District_150,11,443.09,37.57,D0150,District_150
District_150,12,467.15,68.28,D0150,District_150
District_150,13,458.21,83.46,D0150,District_150
District_150,14,317.71,70.28,D0150,District_150
District_150,15,314.91,87.84,D0150,District_150
District_150,16,201.61,38.93,D0150,District_150
District_150,17,376.2,60.49,D0150,District_150
District_150,18,265.65,72.66,D0150,District_150
District_150,19,338.72,77.32,D0150,District_150
District_150,20,214.23,78.71,D0150,District_150
District_150,21,365.75,81.03,D0150,District_150
District_150,22,412.24,75.6,D0150,District_150
District_150,23,73.22,36.6,D0150,District_150
District_150,24,416.46,78.67,D0150,District_150
District_150,25,270.15,80.73,D0150,District_150
District_150,26,422.33,99.54,D0150,District_150
District_151,1,215.65,78.54,D0151,District_151
District_151,2,189.52,78.08,D0151,District_151
District_151,3,457.53,66.04,D0151,District_151
District_151,4,125.58,90.75,D0151,District_151
District_151,5,422.11,99.78,D0151,District_151
District_151,6,242.01,84.53,D0151,District_151
District_151,7,257.05,72.88,D0151,District_151
District_151,8,154.23,35.53,D0151,District_151
District_151,9,286.52,80.87,D0151,District_151
District_151,10,162.61,79.6,D0151,District_151
District_151,11,19.63,84.29,D0151,District_151
District_151,12,136.0,38.72,D0151,District_151
District_151,13,3.19,75.76,D0151,District_151
District_151,14,489.18,50.7,D0151,District_151
District_151,15,482.87,83.22,D0151,District_151
District_151,16,197.58,46.83,D0151,District_151
District_151,17,364.19,77.88,D0151,District_151
District_151,18,172.9,50.65,D0151,District_151
District_151,19,335.55,30.63,D0151,District_151
District_151,20,402.72,74.34,D0151,District_151
District_151,21,473.38,37.93,D0151,District_151
District_151,22,200.11,76.15,D0151,District_151
District_151,23,391.65,94.79,D0151,District_151
District_151,24,132.96,97.85,D0151,District_151
District_151,25,495.17,46.51,D0151,District_151
District_151,26,12.88,86.65,D0151,District_151
District_152,1,301.76,54.75,D0152,District_152
District_152,2,329.75,93.03,D0152,District_152
District_152,3,344.02,85.12,D0152,District_152
District_152,4,60.19,35.17,D0152,District_152
District_152,5,469.26,58.5,D0152,District_152
District_152,6,90.59,53.61,D0152,District_152
District_152,7,311.38,84.96,D0152,District_152
District_152,8,111.34,58.72,D0152,District_152
District_152,9,153.61,77.92,D0152,District_152
District_152,10,273.23,72.17,D0152,District_152
District_152,11,208.6,98.29,D0152,District_152
District_152,12,80.11,95.64,D0152,District_152
District_152,13,85.47,59.94,D0152,District_152
District_152,14,209.07,80.65,D0152,District_152
District_152,15,378.64,88.06,D0152,District_152
District_152,16,448.98,92.92,D0152,District_152
District_152,17,42.06,34.77,D0152,District_152
District_152,18,196.55,51.15,D0152,District_152
District_152,19,50.12,52.42,D0152,District_152
District_152,20,8.3,60.41,D0152,District_152
District_152,21,330.86,41.85,D0152,District_152
District_152,22,301.22,64.73,D0152,District_152
District_152,23,81.51,76.43,D0152,District_152
District_152,24,116.91,64.82,D0152,District_152
District_152,25,11.85,76.61,D0152,District_152
District_152,26,417.47,34.65,D0152,District_152
District_153,1,487.35,91.32,D0153,District_153
District_153,2,67.73,95.73,D0153,District_153
District_153,3,115.74,73.25,D0153,District_153
District_153,4,434.2,91.7,D0153,District_153
District_153,5,463.23,39.2,D0153,District_153
District_153,6,209.81,85.82,D0153,District_153
District_153,7,25.31,38.34,D0153,District_153
District_153,8,19.7,58.56,D0153,District_153
District_153,9,286.97,52.67,D0153,District_153
District_153,10,196.45,70.99,D0153,District_153
District_153,11,14.33,51.11,D0153,District_153
District_153,12,291.63,74.61,D0153,District_153
District_153,13,5.65,55.72,D0153,District_153
District_153,14,393.69,90.26,D0153,District_153
District_153,15,153.22,74.37,D0153,District_153
District_153,16,20.13,45.07,D0153,District_153
District_153,17,294.18,53.53,D0153,District_153
District_153,18,198.84,89.32,D0153,District_153
District_153,19,486.9,57.05,D0153,District_153
District_153,20,272.1,67.51,D0153,District_153
District_153,21,137.62,75.43,D0153,District_153
District_153,22,354.72,54.35,D0153,District_153
District_153,23,135.75,50.58,D0153,District_153
District_153,24,452.12,63.27,D0153,District_153
District_153,25,187.36,45.04,D0153,District_153
District_153,26,274.93,49.89,D0153,District_153
District_154,1,25.29,34.35,D0154,District_154
District_154,2,213.06,51.28,D0154,District_154
District_154,3,416.18,52.45,D0154,District_154
District_154,4,402.82,97.33,D0154,District_154
District_154,5,112.16,71.28,D0154,District_154
District_154,6,113.04,85.12,D0154,District_154
District_154,7,408.65,33.18,D0154,District_154
District_154,8,465.2,37.46,D0154,District_154
District_154,9,47.68,87.02,D0154,District_154
District_154,10,225.03,73.65,D0154,District_154
District_154,11,168.73,43.37,D0154,District_154
District_154,12,435.34,58.34,D0154,District_154
District_154,13,41.76,67.71,D0154,District_154
District_154,14,105.56,89.05,D0154,District_154
District_154,15,376.23,34.23,D0154,District_154
District_154,16,25.65,71.77,D0154,District_154
District_154,17,246.27,80.19,D0154,District_154
District_154,18,221.05,98.45,D0154,District_154
District_154,19,167.2,86.5,D0154,District_154
District_154,20,197.29,49.34,D0154,District_154
District_154,21,264.97,79.67,D0154,District_154
District_154,22,80.68,83.43,D0154,District_154
District_154,23,286.0,81.08,D0154,District_154
District_154,24,402.72,87.41,D0154,District_154
District_154,25,380.08,93.26,D0154,District_154
District_154,26,76.95,36.89,D0154,District_154
District_155,1,74.62,37.33,D0155,District_155
District_155,2,134.09,85.75,D0155,District_155
District_155,3,180.54,47.67,D0155,District_155
District_155,4,204.23,34.1,D0155,District_155
District_155,5,339.85,58.09,D0155,District_155
District_155,6,28.34,87.39,D0155,District_155
District_155,7,17.34,38.86,D0155,District_155
District_155,8,195.96,77.03,D0155,District_155
District_155,9,348.58,30.25,D0155,District_155
District_155,10,96.72,37.68,D0155,District_155
District_155,11,320.75,54.56,D0155,District_155
District_155,12,129.91,35.85,D0155,District_155
District_155,13,443.04,89.21,D0155,District_155
District_155,14,447.84,90.48,D0155,District_155
District_155,15,148.64,82.89,D0155,District_155
District_155,16,115.0,46.97,D0155,District_155
District_155,17,205.65,66.63,D0155,District_155
District_155,18,120.27,42.89,D0155,District_155
District_155,19,336.19,49.69,D0155,District_155
District_155,20,413.03,66.12,D0155,District_155
District_155,21,336.55,81.45,D0155,District_155
District_155,22,412.18,36.63,D0155,District_155
District_155,23,198.5,50.77,D0155,District_155
District_155,24,78.16,94.86,D0155,District_155
District_155,25,368.98,60.04,D0155,District_155
District_155,26,180.24,95.72,D0155,District_155
District_156,1,335.64,99.4,D0156,District_156
District_156,2,135.32,66.87,D0156,District_156
District_156,3,40.61,50.16,D0156,District_156
District_156,4,496.29,85.35,D0156,District_156
District_156,5,78.1,41.15,D0156,District_156
District_156,6,494.21,47.64,D0156,District_156
District_156,7,488.64,84.94,D0156,District_156
District_156,8,396.91,60.36,D0156,District_156
District_156,9,329.71,44.11,D0156,District_156
District_156,10,288.9,75.58,D0156,District_156
District_156,11,433.05,81.29,D0156,District_156
District_156,12,144.72,38.75,D0156,District_156
District_156,13,233.84,49.39,D0156,District_156
District_156,14,309.69,45.49,D0156,District_156
District_156,15,205.6,56.59,D0156,District_156
District_156,16,213.74,83.44,D0156,District_156
District_156,17,165.14,79.96,D0156,District_156
District_156,18,282.12,76.38,D0156,District_156
District_156,19,425.29,30.44,D0156,District_156
District_156,20,100.76,39.95,D0156,District_156
District_156,21,467.22,45.63,D0156,District_156
District_156,22,344.54,49.04,D0156,District_156
District_156,23,411.64,40.25,D0156,District_156
District_156,24,278.1,58.72,D0156,District_156
District_156,25,389.76,35.26,D0156,District_156
District_156,26,8.1,82.5,D0156,District_156
District_157,1,409.19,85.14,D0157,District_157
District_157,2,20.07,70.2,D0157,District_157
District_157,3,444.96,36.28,D0157,District_157
District_157,4,495.98,92.31,D0157,District_157
District_157,5,147.03,97.59,D0157,District_157
District_157,6,105.16,44.17,D0157,District_157
District_157,7,382.68,79.32,D0157,District_157
District_157,8,126.51,88.94,D0157,District_157
District_157,9,432.78,67.79,D0157,District_157
District_157,10,51.42,52.63,D0157,District_157
District_157,11,62.98,63.5,D0157,District_157
District_157,12,489.58,65.86,D0157,District_157
District_157,13,336.92,58.04,D0157,District_157
District_157,14,423.44,95.09,D0157,District_157
District_157,15,162.16,82.07,D0157,District_157
District_157,16,338.24,46.89,D0157,District_157
District_157,17,297.12,70.99,D0157,District_157
District_157,18,301.58,78.21,D0157,District_157
District_157,19,341.27,39.81,D0157,District_157
District_157,20,287.68,55.09,D0157,District_157
District_157,21,214.53,93.39,D0157,District_157
District_157,22,137.96,69.7,D0157,District_157
District_157,23,384.29,45.19,D0157,District_157
District_157,24,113.14,38.59,D0157,District_157
District_157,25,346.18,66.28,D0157,District_157
District_157,26,116.67,68.34,D0157,District_157
District_158,1,312.67,53.41,D0158,District_158
District_158,2,373.54,74.13,D0158,District_158
District_158,3,109.36,34.81,D0158,District_158
District_158,4,29.97,40.16,D0158,District_158
District_158,5,65.49,68.24,D0158,District_158
District_158,6,303.0,34.33,D0158,District_158
District_158,7,424.72,91.66,D0158,District_158
District_158,8,22.5,39.95,D0158,District_158
District_158,9,367.08,77.17,D0158,District_158
District_158,10,170.66,57.38,D0158,District_158
District_158,11,239.26,57.99,D0158,District_158
District_158,12,464.43,83.54,D0158,District_158
District_158,13,165.99,64.96,D0158,District_158
District_158,14,232.67,80.8,D0158,District_158
District_158,15,6.84,65.36,D0158,District_158
District_158,16,40.8,71.5,D0158,District_158
District_158,17,129.3,83.25,D0158,District_158
District_158,18,13.93,72.51,D0158,District_158
District_158,19,315.69,73.09,D0158,District_158
District_158,20,213.2,85.25,D0158,District_158
District_158,21,274.07,96.44,D0158,District_158
District_158,22,87.32,56.37,D0158,District_158
District_158,23,147.97,70.4,D0158,District_158
District_158,24,331.91,36.04,D0158,District_158
District_158,25,482.65,55.12,D0158,District_158
District_158,26,25.21,58.84,D0158,District_158
District_159,1,445.19,88.47,D0159,District_159
District_159,2,288.44,65.94,D0159,District_159
District_159,3,281.96,81.17,D0159,District_159
District_159,4,250.14,31.33,D0159,District_159
District_159,5,34.7,62.51,D0159,District_159
District_159,6,44.94,93.09,D0159,District_159
District_159,7,300.46,45.7,D0159,District_159
District_159,8,170.48,32.21,D0159,District_159
District_159,9,458.63,60.34,D0159,District_159
District_159,10,203.3,79.31,D0159,District_159
District_159,11,71.64,61.81,D0159,District_159
District_159,12,357.36,62.2,D0159,District_159
District_159,13,146.68,76.89,D0159,District_159
District_159,14,262.74,47.81,D0159,District_159
District_159,15,348.92,82.63,D0159,District_159
District_159,16,450.13,40.72,D0159,District_159
District_159,17,396.1,57.7,D0159,District_159
District_159,18,338.18,75.92,D0159,District_159
District_159,19,339.82,87.99,D0159,District_159
District_159,20,472.96,85.41,D0159,District_159
District_159,21,147.91,80.52,D0159,District_159
District_159,22,0.56,55.14,D0159,District_159
District_159,23,135.98,38.56,D0159,District_159
District_159,24,108.95,45.18,D0159,District_159
District_159,25,330.92,90.54,D0159,District_159
District_159,26,316.86,90.01,D0159,District_159
District_160,1,296.73,96.61,D0160,District_160
District_160,2,8.12,35.32,D0160,District_160
District_160,3,364.39,67.58,D0160,District_160
District_160,4,161.77,75.41,D0160,District_160
District_160,5,332.53,79.75,D0160,District_160
District_160,6,278.29,75.07,D0160,District_160
District_160,7,171.37,83.9,D0160,District_160
District_160,8,67.29,55.16,D0160,District_160
District_160,9,47.21,42.56,D0160,District_160
District_160,10,415.76,44.32,D0160,District_160
District_160,11,459.2,30.84,D0160,District_160
District_160,12,324.89,54.52,D0160,District_160
District_160,13,51.72,36.42,D0160,District_160
District_160,14,201.01,52.5,D0160,District_160
District_160,15,364.47,73.97,D0160,District_160
District_160,16,389.91,92.61,D0160,District_160
District_160,17,59.11,88.77,D0160,District_160
District_160,18,0.02,47.69,D0160,District_160
District_160,19,356.07,39.39,D0160,District_160
District_160,20,178.3,43.52,D0160,District_160
District_160,21,127.24,97.97,D0160,District_160
District_160,22,6.45,68.46,D0160,District_160
District_160,23,270.15,42.78,D0160,District_160
District_160,24,425.58,88.85,D0160,District_160
District_160,25,478.82,57.66,D0160,District_160
District_160,26,282.87,92.95,D0160,District_160
District_161,1,257.23,48.25,D0161,District_161
District_161,2,42.53,57.53,D0161,District_161
District_161,3,274.44,65.35,D0161,District_161
District_161,4,189.99,92.48,D0161,District_161
District_161,5,303.57,90.81,D0161,District_161
District_161,6,194.36,70.2,D0161,District_161
District_161,7,120.15,45.52,D0161,District_161
District_161,8,47.48,58.23,D0161,District_161
District_161,9,157.46,98.29,D0161,District_161
District_161,10,48.32,72.54,D0161,District_161
District_161,11,88.45,84.68,D0161,District_161
District_161,12,493.67,61.49,D0161,District_161
District_161,13,222.05,67.24,D0161,District_161
District_161,14,265.94,60.03,D0161,District_161
District_161,15,436.81,79.2,D0161,District_161
District_161,16,497.78,89.6,D0161,District_161
District_161,17,291.36,65.52,D0161,District_161
District_161,18,406.24,63.66,D0161,District_161
District_161,19,163.47,53.82,D0161,District_161
District_161,20,152.87,42.4,D0161,District_161
District_161,21,201.35,95.75,D0161,District_161
District_161,22,336.25,52.13,D0161,District_161
District_161,23,341.1,86.05,D0161,District_161
District_161,24,157.62,80.07,D0161,District_161
District_161,25,66.6,85.36,D0161,District_161
District_161,26,316.2,95.57,D0161,District_161
District_162,1,64.16,73.64,D0162,District_162
District_162,2,289.25,92.86,D0162,District_162
District_162,3,346.71,41.74,D0162,District_162
District_162,4,350.31,73.87,D0162,District_162
District_162,5,376.74,84.06,D0162,District_162
District_162,6,436.43,49.01,D0162,District_162
District_162,7,249.98,81.85,D0162,District_162
District_162,8,365.12,84.49,D0162,District_162
District_162,9,309.59,88.18,D0162,District_162
District_162,10,93.32,51.9,D0162,District_162
District_162,11,12.84,77.71,D0162,District_162
District_162,12,142.27,51.3,D0162,District_162
District_162,13,221.52,81.73,D0162,District_162
District_162,14,308.55,62.41,D0162,District_162
District_162,15,424.98,71.83,D0162,District_162
District_162,16,98.12,59.11,D0162,District_162
District_162,17,62.77,41.34,D0162,District_162
District_162,18,481.74,42.46,D0162,District_162
District_162,19,54.02,35.43,D0162,District_162
District_162,20,239.25,73.27,D0162,District_162
District_162,21,292.78,89.4,D0162,District_162
District_162,22,270.69,31.46,D0162,District_162
District_162,23,43.02,34.64,D0162,District_162
District_162,24,28.51,62.02,D0162,District_162
District_162,25,52.74,81.64,D0162,District_162
District_162,26,292.79,41.04,D0162,District_162
District_163,1,272.17,49.02,D0163,District_163
District_163,2,116.87,46.24,D0163,District_163
District_163,3,318.89,57.93,D0163,District_163
District_163,4,410.03,45.75,D0163,District_163
District_163,5,20.79,54.68,D0163,District_163
District_163,6,249.06,81.0,D0163,District_163
District_163,7,344.66,72.77,D0163,District_163
District_163,8,126.16,35.68,D0163,District_163
District_163,9,153.89,74.64,D0163,District_163
District_163,10,306.82,63.4,D0163,District_163
District_163,11,448.97,95.42,D0163,District_163
District_163,12,404.96,50.25,D0163,District_163
District_163,13,291.57,80.83,D0163,District_163
District_163,14,365.11,81.16,D0163,District_163
District_163,15,182.41,45.51,D0163,District_163
District_163,16,320.48,93.23,D0163,District_163
District_163,17,233.09,64.38,D0163,District_163
District_163,18,94.97,77.52,D0163,District_163
District_163,19,350.87,40.21,D0163,District_163
District_163,20,278.23,48.05,D0163,District_163
District_163,21,179.31,71.03,D0163,District_163
District_163,22,455.67,52.33,D0163,District_163
District_163,23,10.47,64.98,D0163,District_163
District_163,24,157.89,56.18,D0163,District_163
District_163,25,28.44,74.84,D0163,District_163
District_163,26,383.26,64.1,D0163,District_163
District_164,1,351.05,30.32,D0164,District_164
District_164,2,165.68,75.48,D0164,District_164
District_164,3,337.83,59.55,D0164,District_164
District_164,4,197.97,53.92,D0164,District_164
District_164,5,378.13,36.59,D0164,District_164
District_164,6,227.09,45.43,D0164,District_164
District_164,7,206.14,45.66,D0164,District_164
District_164,8,467.36,95.48,D0164,District_164
District_164,9,125.44,60.28,D0164,District_164
District_164,10,60.22,32.94,D0164,District_164
District_164,11,292.27,39.72,D0164,District_164
District_164,12,484.66,35.53,D0164,District_164
District_164,13,188.92,71.22,D0164,District_164
District_164,14,31.02,43.06,D0164,District_164
District_164,15,169.65,64.9,D0164,District_164
District_164,16,252.97,55.9,D0164,District_164
District_164,17,80.96,86.27,D0164,District_164
District_164,18,329.05,52.43,D0164,District_164
District_164,19,498.87,62.08,D0164,District_164
District_164,20,225.87,80.49,D0164,District_164
District_164,21,177.36,60.33,D0164,District_164
District_164,22,200.35,85.53,D0164,District_164
District_164,23,57.57,76.32,D0164,District_164
District_164,24,441.64,58.74,D0164,District_164
District_164,25,207.41,65.28,D0164,District_164
District_164,26,193.64,97.7,D0164,District_164
District_165,1,329.85,76.31,D0165,District_165
District_165,2,221.02,93.35,D0165,District_165
District_165,3,324.12,42.51,D0165,District_165
District_165,4,30.72,63.83,D0165,District_165
District_165,5,406.86,93.61,D0165,District_165
District_165,6,470.25,52.58,D0165,District_165
District_165,7,324.38,97.74,D0165,District_165
District_165,8,477.28,36.8,D0165,District_165
District_165,9,75.72,93.19,D0165,District_165
District_165,10,238.71,61.16,D0165,District_165
District_165,11,300.9,35.16,D0165,District_165
District_165,12,290.87,91.57,D0165,District_165
District_165,13,200.73,47.64,D0165,District_165
District_165,14,169.04,31.56,D0165,District_165
District_165,15,63.41,39.51,D0165,District_165
District_165,16,195.87,76.14,D0165,District_165
District_165,17,81.33,98.45,D0165,District_165
District_165,18,367.18,37.8,D0165,District_165
District_165,19,104.42,62.34,D0165,District_165
District_165,20,29.28,42.64,D0165,District_165
District_165,21,276.18,82.15,D0165,District_165
District_165,22,297.61,38.26,D0165,District_165
District_165,23,435.96,46.79,D0165,District_165
District_165,24,288.49,43.75,D0165,District_165
District_165,25,172.74,68.68,D0165,District_165
District_165,26,401.51,91.12,D0165,District_165
District_166,1,270.14,65.78,D0166,District_166
District_166,2,39.64,34.08,D0166,District_166
District_166,3,282.93,69.44,D0166,District_166
District_166,4,454.01,85.83,D0166,District_166
District_166,5,198.16,39.25,D0166,District_166
District_166,6,148.16,35.09,D0166,District_166
District_166,7,71.73,43.15,D0166,District_166
District_166,8,75.72,82.23,D0166,District_166
District_166,9,216.39,71.42,D0166,District_166
District_166,10,297.84,67.84,D0166,District_166
District_166,11,40.31,47.46,D0166,District_166
District_166,12,469.78,53.26,D0166,District_166
District_166,13,377.57,97.61,D0166,District_166
District_166,14,293.31,46.84,D0166,District_166
District_166,15,414.22,93.12,D0166,District_166
District_166,16,40.09,70.64,D0166,District_166
District_166,17,238.42,38.63,D0166,District_166
District_166,18,315.05,62.71,D0166,District_166
District_166,19,414.33,96.4,D0166,District_166
District_166,20,391.73,59.3,D0166,District_166
District_166,21,138.53,90.44,D0166,District_166
District_166,22,470.44,47.95,D0166,District_166
District_166,23,62.17,69.96,D0166,District_166
District_166,24,437.57,89.07,D0166,District_166
District_166,25,485.47,94.45,D0166,District_166
District_166,26,88.58,64.01,D0166,District_166
District_167,1,361.03,74.78,D0167,District_167
District_167,2,20.14,30.21,D0167,District_167
District_167,3,202.71,47.73,D0167,District_167
District_167,4,258.14,49.51,D0167,District_167
District_167,5,290.32,36.54,D0167,District_167
District_167,6,467.97,49.58,D0167,District_167
District_167,7,336.13,52.48,D0167,District_167
District_167,8,240.64,97.81,D0167,District_167
District_167,9,404.84,76.8,D0167,District_167
District_167,10,475.27,59.82,D0167,District_167
District_167,11,11.03,99.16,D0167,District_167
District_167,12,491.26,40.73,D0167,District_167
District_167,13,43.07,63.32,D0167,District_167
District_167,14,407.19,75.29,D0167,District_167
District_167,15,140.17,33.89,D0167,District_167
District_167,16,66.09,80.19,D0167,District_167
District_167,17,219.93,36.99,D0167,District_167
District_167,18,321.98,39.82,D0167,District_167
District_167,19,190.48,41.18,D0167,District_167
District_167,20,27.28,95.02,D0167,District_167
District_167,21,299.73,77.83,D0167,District_167
District_167,22,451.2,75.88,D0167,District_167
District_167,23,191.61,68.88,D0167,District_167
District_167,24,108.17,50.5,D0167,District_167
District_167,25,221.29,73.46,D0167,District_167
District_167,26,24.18,58.71,D0167,District_167
District_168,1,410.24,40.18,D0168,District_168
District_168,2,413.17,78.27,D0168,District_168
District_168,3,294.0,39.07,D0168,District_168
District_168,4,176.55,43.35,D0168,District_168
District_168,5,399.89,87.24,D0168,District_168
District_168,6,277.34,76.21,D0168,District_168
District_168,7,412.97,74.17,D0168,District_168
District_168,8,315.73,59.27,D0168,District_168
District_168,9,392.2,57.74,D0168,District_168
District_168,10,299.28,78.32,D0168,District_168
District_168,11,207.07,81.8,D0168,District_168
District_168,12,478.97,65.71,D0168,District_168
District_168,13,270.56,97.85,D0168,District_168
District_168,14,302.54,96.9,D0168,District_168
District_168,15,110.24,58.87,D0168,District_168
District_168,16,312.83,87.44,D0168,District_168
District_168,17,285.8,68.03,D0168,District_168
District_168,18,92.42,65.82,D0168,District_168
District_168,19,29.79,33.85,D0168,District_168
District_168,20,302.18,70.18,D0168,District_168
District_168,21,381.85,93.04,D0168,District_168
District_168,22,261.7,84.61,D0168,District_168
District_168,23,113.39,85.04,D0168,District_168
District_168,24,333.26,41.2,D0168,District_168
District_168,25,40.05,55.09,D0168,District_168
District_168,26,220.92,46.32,D0168,District_168
District_169,1,81.68,52.11,D0169,District_169
District_169,2,92.23,70.57,D0169,District_169
District_169,3,101.15,55.53,D0169,District_169
District_169,4,193.35,69.25,D0169,District_169
District_169,5,25.58,60.7,D0169,District_169
District_169,6,198.9,50.06,D0169,District_169
District_169,7,255.85,36.68,D0169,District_169
District_169,8,241.65,92.43,D0169,District_169
District_169,9,191.39,30.8,D0169,District_169
District_169,10,419.57,30.12,D0169,District_169
District_169,11,72.66,87.88,D0169,District_169
District_169,12,252.85,99.78,D0169,District_169
District_169,13,31.02,80.9,D0169,District_169
District_169,14,35.58,31.07,D0169,District_169
District_169,15,286.93,45.87,D0169,District_169
District_169,16,283.01,98.03,D0169,District_169
District_169,17,439.02,86.6,D0169,District_169
District_169,18,278.94,69.68,D0169,District_169
District_169,19,479.9,46.58,D0169,District_169
District_169,20,24.35,31.01,D0169,District_169
District_169,21,49.0,31.46,D0169,District_169
District_169,22,22.03,72.84,D0169,District_169
District_169,23,92.64,31.53,D0169,District_169
District_169,24,270.64,99.55,D0169,District_169
District_169,25,322.79,42.84,D0169,District_169
District_169,26,22.79,79.75,D0169,District_169
District_170,1,472.99,40.85,D0170,District_170
District_170,2,421.08,67.81,D0170,District_170
District_170,3,148.31,35.64,D0170,District_170
District_170,4,38.59,83.67,D0170,District_170
District_170,5,84.94,70.94,D0170,District_170
District_170,6,63.47,36.03,D0170,District_170
District_170,7,61.64,89.4,D0170,District_170
District_170,8,259.28,68.29,D0170,District_170
District_170,9,122.92,94.51,D0170,District_170
District_170,10,179.07,94.16,D0170,District_170
District_170,11,494.75,94.44,D0170,District_170
District_170,12,342.16,35.44,D0170,District_170
District_170,13,474.49,38.47,D0170,District_170
District_170,14,71.28,99.14,D0170,District_170
District_170,15,191.07,64.13,D0170,District_170
